posting_date,transaction_date,description,merchant_category,type,amount,running_balance,check_number,reference_id,channel,location
2025-02-18,2025-02-18,PASQUAL'S CANTINA MADISON WI,Dining,DEBIT,-103.26,2809.8,,DC100036,POS,Madison WI
2025-02-19,2025-02-19,FERNCLIFFE ADVISORY E&O INS / CONT ED,Business Expense,DEBIT,-229.46,2580.34,,AC100032,ACH,Madison WI
2025-02-20,2025-02-20,FURNACE TUNE-UP - SUNTECH HTG/CLG,Home,DEBIT,-289.0,2291.34,,DC100033,POS,Madison WI
2025-02-23,2025-02-23,BARRIQUES COFFEE MADISON,Dining,DEBIT,-29.91,2261.43,,DC100034,POS,Madison WI
2025-02-24,2025-02-24,HARBOR ATHLETIC CLUB DUES,Subscription,DEBIT,-42.0,2219.43,,DC100028,POS,Madison WI
2025-02-27,2025-02-27,HY-VEE #1495 FITCHBURG WI,Groceries,DEBIT,-147.9,2071.53,,DC100031,POS,Madison WI
2025-02-28,2025-02-28,UW–MADISON PAYROLL DIRECT DEP,Payroll Income,CREDIT,5095.64,7167.17,,DD100018,ACH,Madison WI
2025-03-01,2025-03-01,BADGERLAND MTG SVCG LOAN PMT,Mortgage,DEBIT,-1436.98,5730.19,,AC100039,ACH,Madison WI
2025-03-03,2025-03-03,NETFLIX.COM AUTOPAY,Subscription,DEBIT,-15.49,5714.7,,DC100044,POS,Madison WI
2025-03-05,2025-03-05,CREDIT CARD AUTOPAY ****8043,Card Payment,DEBIT,-558.55,5156.15,,AC100040,ACH,Madison WI
2025-03-06,2025-03-06,WOODMAN'S MARKET #08 MADISON WI,Groceries,DEBIT,-154.34,5001.81,,DC100049,POS,Madison WI
2025-03-07,2025-03-07,SPOTIFY USA AUTOPAY,Subscription,DEBIT,-11.99,4989.82,,DC100045,POS,Madison WI
2025-03-08,2025-03-08,MADISON GAS & ELECTRIC UTILITY,Utilities,DEBIT,-187.42,4802.4,,AC100042,ACH,Madison WI
2025-03-09,2025-03-09,DEPOSIT - CLIENT REMITTANCE (FERNCLIFFE ADVISORY),Business Income,CREDIT,9500.0,14302.4,,DD100038,ACH,Madison WI
2025-03-10,2025-03-10,ACH TRANSFER TO LAKESHORE BROKERAGE,Investment Transfer,DEBIT,-1535.85,12766.55,,TF100226,ACH,Madison WI
2025-03-11,2025-03-11,CULVER'S MIDDLETON WI,Dining,DEBIT,-111.77,12654.78,,DC100052,POS,Madison WI
2025-03-12,2025-03-12,MADISON WATER UTILITY,Utilities,DEBIT,-66.74,12588.04,,AC100043,ACH,Madison WI
2025-03-12,2025-03-12,HULU AUTOPAY,Subscription,DEBIT,-18.99,12569.05,,DC100047,POS,Madison WI
2025-03-13,2025-03-13,WOODMAN'S MARKET MADISON,Groceries,DEBIT,-142.18,12426.87,,DC100222,POS,Madison WI
2025-03-14,2025-03-14,REVERSAL WOODMAN'S MARKET (DUPLICATE),Groceries,CREDIT,142.18,12569.05,,DC100223,POS,Madison WI
2025-03-15,2025-03-15,TRANSFER TO SAVINGS ****6690,Transfer,DEBIT,-500.0,12069.05,,TF100041,XFER,Madison WI
2025-03-16,2025-03-16,HY-VEE #1495 FITCHBURG WI,Groceries,DEBIT,-108.41,11960.64,,DC100050,POS,Madison WI
2025-03-18,2025-03-18,NYTimes Digital AUTOPAY,Subscription,DEBIT,-17.0,11943.64,,DC100046,POS,Madison WI
2025-03-18,2025-03-18,ORANGE TREE IMPORTS WI,Merchandise,DEBIT,-91.31,11852.33,,DC100053,POS,Madison WI
2025-03-24,2025-03-24,HARBOR ATHLETIC CLUB DUES,Subscription,DEBIT,-42.0,11810.33,,DC100048,POS,Madison WI
2025-03-25,2025-03-25,ACH TRANSFER TO LAKESHORE BROKERAGE (LUMP),Investment Transfer,DEBIT,-5631.43,6178.9,,TF100236,ACH,Madison WI
2025-03-27,2025-03-27,COSTCO WHSE #1098 MADISON WI,Groceries,DEBIT,-95.19,6083.71,,DC100051,POS,Madison WI
2025-03-31,2025-03-31,UW–MADISON PAYROLL DIRECT DEP,Payroll Income,CREDIT,5095.64,11179.35,,DD100037,ACH,Madison WI
2025-04-01,2025-04-01,BADGERLAND MTG SVCG LOAN PMT,Mortgage,DEBIT,-1436.98,9742.37,,AC100055,ACH,Madison WI
2025-04-03,2025-04-03,NETFLIX.COM AUTOPAY,Subscription,DEBIT,-15.49,9726.88,,DC100060,POS,Madison WI
2025-04-05,2025-04-05,CREDIT CARD AUTOPAY ****8043,Card Payment,DEBIT,-681.47,9045.41,,AC100056,ACH,Madison WI
2025-04-06,2025-04-06,ALDI #62 MADISON WI,Groceries,DEBIT,-159.19,8886.22,,DC100065,POS,Madison WI
2025-04-07,2025-04-07,SPOTIFY USA AUTOPAY,Subscription,DEBIT,-11.99,8874.23,,DC100061,POS,Madison WI
2025-04-08,2025-04-08,MADISON GAS & ELECTRIC UTILITY,Utilities,DEBIT,-256.66,8617.57,,AC100058,ACH,Madison WI
2025-04-10,2025-04-10,ACH TRANSFER TO LAKESHORE BROKERAGE,Investment Transfer,DEBIT,-1535.85,7081.72,,TF100227,ACH,Madison WI
2025-04-11,2025-04-11,OLBRICH GARDENS GIFT SHOP WI,Merchandise,DEBIT,-28.42,7053.3,,DC100071,POS,Madison WI
2025-04-12,2025-04-12,MADISON WATER UTILITY,Utilities,DEBIT,-60.58,6992.72,,AC100059,ACH,Madison WI
2025-04-12,2025-04-12,HULU AUTOPAY,Subscription,DEBIT,-18.99,6973.73,,DC100063,POS,Madison WI
2025-04-15,2025-04-15,TRANSFER TO SAVINGS ****6690,Transfer,DEBIT,-500.0,6473.73,,TF100057,XFER,Madison WI
2025-04-16,2025-04-16,SENTRY FOODS MIDVALE MADISON WI,Groceries,DEBIT,-154.93,6318.8,,DC100066,POS,Madison WI
2025-04-17,2025-04-17,AMERICAN FAMILY INS AUTO PREM,Insurance,DEBIT,-318.0,6000.8,,AC100068,ACH,Madison WI
2025-04-18,2025-04-18,NYTimes Digital AUTOPAY,Subscription,DEBIT,-17.0,5983.8,,DC100062,POS,Madison WI
2025-04-18,2025-04-18,ORANGE TREE IMPORTS WI,Merchandise,DEBIT,-64.99,5918.81,,DC100072,POS,Madison WI
2025-04-20,2025-04-20,DENTAL - DEAN CLINIC,Medical,DEBIT,-742.0,5176.81,,DC100070,POS,Madison WI
2025-04-22,2025-04-22,CHECK #1287 WISCONSIN PUBLIC RADIO,Charitable,DEBIT,-600.0,4576.81,1287,CK100069,CHECK,Madison WI
2025-04-24,2025-04-24,HARBOR ATHLETIC CLUB DUES,Subscription,DEBIT,-42.0,4534.81,,DC100064,POS,Madison WI
2025-04-27,2025-04-27,ALDI #62 MADISON WI,Groceries,DEBIT,-108.86,4425.95,,DC100067,POS,Madison WI
2025-04-30,2025-04-30,UW–MADISON PAYROLL DIRECT DEP,Payroll Income,CREDIT,5095.64,9521.59,,DD100054,ACH,Madison WI
2025-05-01,2025-05-01,BADGERLAND MTG SVCG LOAN PMT,Mortgage,DEBIT,-1436.98,8084.61,,AC100074,ACH,Madison WI
2025-05-03,2025-05-03,NETFLIX.COM AUTOPAY,Subscription,DEBIT,-15.49,8069.12,,DC100079,POS,Madison WI
2025-05-05,2025-05-05,CREDIT CARD AUTOPAY ****8043,Card Payment,DEBIT,-1049.93,7019.19,,AC100075,ACH,Madison WI
2025-05-06,2025-05-06,WILLY STREET CO-OP EAST MADISON WI,Groceries,DEBIT,-173.24,6845.95,,DC100084,POS,Madison WI
2025-05-07,2025-05-07,SPOTIFY USA AUTOPAY,Subscription,DEBIT,-11.99,6833.96,,DC100080,POS,Madison WI
2025-05-08,2025-05-08,MADISON GAS & ELECTRIC UTILITY,Utilities,DEBIT,-221.57,6612.39,,AC100077,ACH,Madison WI
2025-05-10,2025-05-10,ACH TRANSFER TO LAKESHORE BROKERAGE,Investment Transfer,DEBIT,-1535.85,5076.54,,TF100228,ACH,Madison WI
2025-05-11,2025-05-11,UW BOOKSTORE MADISON WI,Merchandise,DEBIT,-65.09,5011.45,,DC100089,POS,Madison WI
2025-05-12,2025-05-12,MADISON WATER UTILITY,Utilities,DEBIT,-80.87,4930.58,,AC100078,ACH,Madison WI
2025-05-12,2025-05-12,HULU AUTOPAY,Subscription,DEBIT,-18.99,4911.59,,DC100082,POS,Madison WI
2025-05-15,2025-05-15,TRANSFER TO SAVINGS ****6690,Transfer,DEBIT,-500.0,4411.59,,TF100076,XFER,Madison WI
2025-05-16,2025-05-16,FRESH MADISON MARKET WI,Groceries,DEBIT,-157.73,4253.86,,DC100085,POS,Madison WI
2025-05-18,2025-05-18,NYTimes Digital AUTOPAY,Subscription,DEBIT,-17.0,4236.86,,DC100081,POS,Madison WI
2025-05-18,2025-05-18,CULVER'S MIDDLETON WI,Dining,DEBIT,-120.76,4116.1,,DC100090,POS,Madison WI
2025-05-19,2025-05-19,FERNCLIFFE ADVISORY E&O INS / CONT ED,Business Expense,DEBIT,-335.51,3780.59,,AC100087,ACH,Madison WI
2025-05-20,2025-05-20,HOME PROJECT - KITCHEN COUNTERTOP DEPOSIT,Home,DEBIT,-3850.0,-69.41,,DC100088,POS,Madison WI
2025-05-24,2025-05-24,HARBOR ATHLETIC CLUB DUES,Subscription,DEBIT,-42.0,-111.41,,DC100083,POS,Madison WI
2025-05-27,2025-05-27,COSTCO WHSE #1098 MADISON WI,Groceries,DEBIT,-114.71,-226.12,,DC100086,POS,Madison WI
2025-05-30,2025-05-30,UW–MADISON PAYROLL DIRECT DEP,Payroll Income,CREDIT,5095.64,4869.52,,DD100073,ACH,Madison WI
2025-06-01,2025-06-01,BADGERLAND MTG SVCG LOAN PMT,Mortgage,DEBIT,-1436.98,3432.54,,AC100093,ACH,Madison WI
2025-06-03,2025-06-03,NETFLIX.COM AUTOPAY,Subscription,DEBIT,-15.49,3417.05,,DC100098,POS,Madison WI
2025-06-05,2025-06-05,CREDIT CARD AUTOPAY ****8043,Card Payment,DEBIT,-605.23,2811.82,,AC100094,ACH,Madison WI
2025-06-06,2025-06-06,WOODMAN'S MARKET #14 SUN PRAIRIE WI,Groceries,DEBIT,-142.59,2669.23,,DC100103,POS,Madison WI
2025-06-07,2025-06-07,SPOTIFY USA AUTOPAY,Subscription,DEBIT,-11.99,2657.24,,DC100099,POS,Madison WI
2025-06-08,2025-06-08,MADISON GAS & ELECTRIC UTILITY,Utilities,DEBIT,-185.23,2472.01,,AC100096,ACH,Madison WI
2025-06-09,2025-06-09,DEPOSIT - CLIENT REMITTANCE (FERNCLIFFE ADVISORY),Business Income,CREDIT,8000.0,10472.01,,DD100092,ACH,Madison WI
2025-06-10,2025-06-10,ACH TRANSFER TO LAKESHORE BROKERAGE,Investment Transfer,DEBIT,-1535.85,8936.16,,TF100229,ACH,Madison WI
2025-06-11,2025-06-11,BARNES & NOBLE WEST TOWNE WI,Merchandise,DEBIT,-46.69,8889.47,,DC100108,POS,Madison WI
2025-06-12,2025-06-12,MADISON WATER UTILITY,Utilities,DEBIT,-76.79,8812.68,,AC100097,ACH,Madison WI
2025-06-12,2025-06-12,HULU AUTOPAY,Subscription,DEBIT,-18.99,8793.69,,DC100101,POS,Madison WI
2025-06-15,2025-06-15,TRANSFER TO SAVINGS ****6690,Transfer,DEBIT,-500.0,8293.69,,TF100095,XFER,Madison WI
2025-06-16,2025-06-16,HY-VEE #1495 FITCHBURG WI,Groceries,DEBIT,-111.73,8181.96,,DC100104,POS,Madison WI
2025-06-18,2025-06-18,NYTimes Digital AUTOPAY,Subscription,DEBIT,-17.0,8164.96,,DC100100,POS,Madison WI
2025-06-18,2025-06-18,ORANGE TREE IMPORTS WI,Merchandise,DEBIT,-83.54,8081.42,,DC100109,POS,Madison WI
2025-06-20,2025-06-20,ROOF/GUTTER SERVICE - BADGER EXTERIORS,Home,DEBIT,-2640.0,5441.42,,DC100106,POS,Madison WI
2025-06-23,2025-06-23,BARRIQUES COFFEE MADISON,Dining,DEBIT,-33.14,5408.28,,DC100107,POS,Madison WI
2025-06-24,2025-06-24,HARBOR ATHLETIC CLUB DUES,Subscription,DEBIT,-42.0,5366.28,,DC100102,POS,Madison WI
2025-06-25,2025-06-25,ACH TRANSFER TO LAKESHORE BROKERAGE (LUMP),Investment Transfer,DEBIT,-5631.43,-265.15,,TF100237,ACH,Madison WI
2025-06-27,2025-06-27,WOODMAN'S MARKET #14 SUN PRAIRIE WI,Groceries,DEBIT,-135.54,-400.69,,DC100105,POS,Madison WI
2025-06-30,2025-06-30,UW–MADISON PAYROLL DIRECT DEP,Payroll Income,CREDIT,5095.64,4694.95,,DD100091,ACH,Madison WI
2025-07-01,2025-07-01,BADGERLAND MTG SVCG LOAN PMT,Mortgage,DEBIT,-1436.98,3257.97,,AC100111,ACH,Madison WI
2025-07-03,2025-07-03,NETFLIX.COM AUTOPAY,Subscription,DEBIT,-15.49,3242.48,,DC100116,POS,Madison WI
2025-07-05,2025-07-05,CREDIT CARD AUTOPAY ****8043,Card Payment,DEBIT,-604.58,2637.9,,AC100112,ACH,Madison WI
2025-07-06,2025-07-06,WILLY STREET CO-OP EAST MADISON WI,Groceries,DEBIT,-151.27,2486.63,,DC100121,POS,Madison WI
2025-07-07,2025-07-07,SPOTIFY USA AUTOPAY,Subscription,DEBIT,-11.99,2474.64,,DC100117,POS,Madison WI
2025-07-08,2025-07-08,MADISON GAS & ELECTRIC UTILITY,Utilities,DEBIT,-259.34,2215.3,,AC100114,ACH,Madison WI
2025-07-10,2025-07-10,TRANSFER FROM SAVINGS ****6690,Transfer,CREDIT,7000.0,9215.3,,TF100221,XFER,Madison WI
2025-07-10,2025-07-10,ACH TRANSFER TO LAKESHORE BROKERAGE,Investment Transfer,DEBIT,-1535.85,7679.45,,TF100230,ACH,Madison WI
2025-07-11,2025-07-11,UW BOOKSTORE MADISON WI,Merchandise,DEBIT,-96.84,7582.61,,DC100127,POS,Madison WI
2025-07-12,2025-07-12,MADISON WATER UTILITY,Utilities,DEBIT,-78.1,7504.51,,AC100115,ACH,Madison WI
2025-07-12,2025-07-12,HULU AUTOPAY,Subscription,DEBIT,-18.99,7485.52,,DC100119,POS,Madison WI
2025-07-15,2025-07-15,TRANSFER TO SAVINGS ****6690,Transfer,DEBIT,-500.0,6985.52,,TF100113,XFER,Madison WI
2025-07-16,2025-07-16,COSTCO WHSE #1098 MADISON WI,Groceries,DEBIT,-112.87,6872.65,,DC100122,POS,Madison WI
2025-07-17,2025-07-17,AMERICAN FAMILY INS AUTO PREM,Insurance,DEBIT,-318.0,6554.65,,AC100124,ACH,Madison WI
2025-07-18,2025-07-18,NYTimes Digital AUTOPAY,Subscription,DEBIT,-17.0,6537.65,,DC100118,POS,Madison WI
2025-07-18,2025-07-18,MICHELANGELO'S COFFEE WI,Dining,DEBIT,-94.29,6443.36,,DC100128,POS,Madison WI
2025-07-20,2025-07-20,TRAVEL - NORTHWOODS FAMILY TRIP (LODGING),Travel,DEBIT,-3120.0,3323.36,,DC100125,POS,Madison WI
2025-07-20,2025-07-20,AUTO REPAIR - ZIMBRICK SERVICE,Auto,DEBIT,-1185.0,2138.36,,DC100126,POS,Madison WI
2025-07-24,2025-07-24,HARBOR ATHLETIC CLUB DUES,Subscription,DEBIT,-42.0,2096.36,,DC100120,POS,Madison WI
2025-07-27,2025-07-27,SENTRY FOODS MIDVALE MADISON WI,Groceries,DEBIT,-130.15,1966.21,,DC100123,POS,Madison WI
2025-07-31,2025-07-31,UW–MADISON PAYROLL DIRECT DEP,Payroll Income,CREDIT,5071.93,7038.14,,DD100110,ACH,Madison WI
2025-08-01,2025-08-01,BADGERLAND MTG SVCG LOAN PMT,Mortgage,DEBIT,-1436.98,5601.16,,AC100130,ACH,Madison WI
2025-08-03,2025-08-03,NETFLIX.COM AUTOPAY,Subscription,DEBIT,-15.49,5585.67,,DC100135,POS,Madison WI
2025-08-05,2025-08-05,CREDIT CARD AUTOPAY ****8043,Card Payment,DEBIT,-982.24,4603.43,,AC100131,ACH,Madison WI
2025-08-06,2025-08-06,HY-VEE #1495 FITCHBURG WI,Groceries,DEBIT,-147.76,4455.67,,DC100140,POS,Madison WI
2025-08-07,2025-08-07,SPOTIFY USA AUTOPAY,Subscription,DEBIT,-11.99,4443.68,,DC100136,POS,Madison WI
2025-08-08,2025-08-08,MADISON GAS & ELECTRIC UTILITY,Utilities,DEBIT,-213.02,4230.66,,AC100133,ACH,Madison WI
2025-08-10,2025-08-10,ACH TRANSFER TO LAKESHORE BROKERAGE,Investment Transfer,DEBIT,-1535.85,2694.81,,TF100231,ACH,Madison WI
2025-08-11,2025-08-11,BARNES & NOBLE WEST TOWNE WI,Merchandise,DEBIT,-23.11,2671.7,,DC100145,POS,Madison WI
2025-08-12,2025-08-12,MADISON WATER UTILITY,Utilities,DEBIT,-61.12,2610.58,,AC100134,ACH,Madison WI
2025-08-12,2025-08-12,HULU AUTOPAY,Subscription,DEBIT,-18.99,2591.59,,DC100138,POS,Madison WI
2025-08-14,2025-08-14,CHECK #1301 SECOND HARVEST FOODBANK,Charitable,DEBIT,-650.0,1941.59,1301,CK100144,CHECK,Madison WI
2025-08-15,2025-08-15,TRANSFER TO SAVINGS ****6690,Transfer,DEBIT,-500.0,1441.59,,TF100132,XFER,Madison WI
2025-08-16,2025-08-16,ALDI #62 MADISON WI,Groceries,DEBIT,-105.4,1336.19,,DC100141,POS,Madison WI
2025-08-18,2025-08-18,NYTimes Digital AUTOPAY,Subscription,DEBIT,-17.0,1319.19,,DC100137,POS,Madison WI
2025-08-18,2025-08-18,ACE HARDWARE MONROE ST WI,Home,DEBIT,-104.58,1214.61,,DC100146,POS,Madison WI
2025-08-19,2025-08-19,FERNCLIFFE ADVISORY E&O INS / CONT ED,Business Expense,DEBIT,-289.57,925.04,,AC100143,ACH,Madison WI
2025-08-24,2025-08-24,HARBOR ATHLETIC CLUB DUES,Subscription,DEBIT,-42.0,883.04,,DC100139,POS,Madison WI
2025-08-27,2025-08-27,SENTRY FOODS MIDVALE MADISON WI,Groceries,DEBIT,-88.19,794.85,,DC100142,POS,Madison WI
2025-08-29,2025-08-29,UW–MADISON PAYROLL DIRECT DEP,Payroll Income,CREDIT,5071.93,5866.78,,DD100129,ACH,Madison WI
2025-09-01,2025-09-01,BADGERLAND MTG SVCG LOAN PMT,Mortgage,DEBIT,-1436.98,4429.8,,AC100149,ACH,Madison WI
2025-09-03,2025-09-03,NETFLIX.COM AUTOPAY,Subscription,DEBIT,-15.49,4414.31,,DC100154,POS,Madison WI
2025-09-05,2025-09-05,CREDIT CARD AUTOPAY ****8043,Card Payment,DEBIT,-744.23,3670.08,,AC100150,ACH,Madison WI
2025-09-06,2025-09-06,SENTRY FOODS MIDVALE MADISON WI,Groceries,DEBIT,-175.51,3494.57,,DC100159,POS,Madison WI
2025-09-07,2025-09-07,SPOTIFY USA AUTOPAY,Subscription,DEBIT,-11.99,3482.58,,DC100155,POS,Madison WI
2025-09-08,2025-09-08,MADISON GAS & ELECTRIC UTILITY,Utilities,DEBIT,-247.29,3235.29,,AC100152,ACH,Madison WI
2025-09-09,2025-09-09,DEPOSIT - CLIENT REMITTANCE (FERNCLIFFE ADVISORY),Business Income,CREDIT,11500.0,14735.29,,DD100148,ACH,Madison WI
2025-09-10,2025-09-10,ACH TRANSFER TO LAKESHORE BROKERAGE,Investment Transfer,DEBIT,-1535.85,13199.44,,TF100232,ACH,Madison WI
2025-09-11,2025-09-11,STEEP & BREW CAFE MADISON WI,Dining,DEBIT,-114.56,13084.88,,DC100163,POS,Madison WI
2025-09-12,2025-09-12,MADISON WATER UTILITY,Utilities,DEBIT,-58.88,13026.0,,AC100153,ACH,Madison WI
2025-09-12,2025-09-12,HULU AUTOPAY,Subscription,DEBIT,-18.99,13007.01,,DC100157,POS,Madison WI
2025-09-15,2025-09-15,TRANSFER TO SAVINGS ****6690,Transfer,DEBIT,-500.0,12507.01,,TF100151,XFER,Madison WI
2025-09-16,2025-09-16,HY-VEE #1495 FITCHBURG WI,Groceries,DEBIT,-119.86,12387.15,,DC100160,POS,Madison WI
2025-09-18,2025-09-18,NYTimes Digital AUTOPAY,Subscription,DEBIT,-17.0,12370.15,,DC100156,POS,Madison WI
2025-09-18,2025-09-18,ORANGE TREE IMPORTS WI,Merchandise,DEBIT,-46.02,12324.13,,DC100164,POS,Madison WI
2025-09-20,2025-09-20,APPLIANCE - TJ'S APPLIANCE (WASHER),Home,DEBIT,-1090.0,11234.13,,DC100162,POS,Madison WI
2025-09-24,2025-09-24,HARBOR ATHLETIC CLUB DUES,Subscription,DEBIT,-42.0,11192.13,,DC100158,POS,Madison WI
2025-09-25,2025-09-25,ACH TRANSFER TO LAKESHORE BROKERAGE (LUMP),Investment Transfer,DEBIT,-5631.43,5560.7,,TF100238,ACH,Madison WI
2025-09-27,2025-09-27,FRESH MADISON MARKET WI,Groceries,DEBIT,-136.24,5424.46,,DC100161,POS,Madison WI
2025-09-30,2025-09-30,UW–MADISON PAYROLL DIRECT DEP,Payroll Income,CREDIT,5071.93,10496.39,,DD100147,ACH,Madison WI
2025-10-01,2025-10-01,BADGERLAND MTG SVCG LOAN PMT,Mortgage,DEBIT,-1436.98,9059.41,,AC100166,ACH,Madison WI
2025-10-03,2025-10-03,NETFLIX.COM AUTOPAY,Subscription,DEBIT,-15.49,9043.92,,DC100171,POS,Madison WI
2025-10-05,2025-10-05,CREDIT CARD AUTOPAY ****8043,Card Payment,DEBIT,-700.95,8342.97,,AC100167,ACH,Madison WI
2025-10-06,2025-10-06,ALDI #62 MADISON WI,Groceries,DEBIT,-168.14,8174.83,,DC100176,POS,Madison WI
2025-10-07,2025-10-07,SPOTIFY USA AUTOPAY,Subscription,DEBIT,-11.99,8162.84,,DC100172,POS,Madison WI
2025-10-08,2025-10-08,MADISON GAS & ELECTRIC UTILITY,Utilities,DEBIT,-237.24,7925.6,,AC100169,ACH,Madison WI
2025-10-10,2025-10-10,ACH TRANSFER TO LAKESHORE BROKERAGE,Investment Transfer,DEBIT,-1535.85,6389.75,,TF100233,ACH,Madison WI
2025-10-11,2025-10-11,SSM HEALTH CLINIC CO-PAY WI,Medical,DEBIT,-56.56,6333.19,,DC100182,POS,Madison WI
2025-10-12,2025-10-12,MADISON WATER UTILITY,Utilities,DEBIT,-67.45,6265.74,,AC100170,ACH,Madison WI
2025-10-12,2025-10-12,HULU AUTOPAY,Subscription,DEBIT,-18.99,6246.75,,DC100174,POS,Madison WI
2025-10-15,2025-10-15,TRANSFER TO SAVINGS ****6690,Transfer,DEBIT,-500.0,5746.75,,TF100168,XFER,Madison WI
2025-10-16,2025-10-16,FRESH MADISON MARKET WI,Groceries,DEBIT,-125.63,5621.12,,DC100177,POS,Madison WI
2025-10-17,2025-10-17,AMERICAN FAMILY INS AUTO PREM,Insurance,DEBIT,-318.0,5303.12,,AC100179,ACH,Madison WI
2025-10-18,2025-10-18,NYTimes Digital AUTOPAY,Subscription,DEBIT,-17.0,5286.12,,DC100173,POS,Madison WI
2025-10-18,2025-10-18,UW BOOKSTORE MADISON WI,Merchandise,DEBIT,-127.36,5158.76,,DC100183,POS,Madison WI
2025-10-20,2025-10-20,VET - ANGELL ANIMAL HOSPITAL,Pets,DEBIT,-528.0,4630.76,,DC100180,POS,Madison WI
2025-10-23,2025-10-23,BARRIQUES COFFEE MADISON,Dining,DEBIT,-27.03,4603.73,,DC100181,POS,Madison WI
