posting_date,transaction_date,description,merchant_category,type,amount,running_balance,check_number,reference_id,channel
2025-01-18,2025-01-18,ACH — EFTPS / EDD PAYROLL TAX DEPOSIT,Taxes,DEBIT,-22500.00,152521.71,,98807147704,ACH
2025-01-20,2025-01-20,ACH/CARD — PG&E UTILITIES,Utilities,DEBIT,-1033.00,151488.71,,53458952976,ACH
2025-01-20,2025-01-20,ACH/CARD — SAN JOSE WATER,Utilities,DEBIT,-420.00,151068.71,,34031591039,ACH
2025-01-20,2025-01-20,ACH/CARD — STATE FARM COMMERCIAL INS,Insurance,DEBIT,-575.00,150493.71,,22201054877,ACH
2025-01-20,2025-01-20,ACH/CARD — META ADS / GOOGLE ADS,Advertising,DEBIT,-780.00,149713.71,,50096205403,ACH
2025-01-20,2025-01-20,ACH/CARD — COMCAST BUSINESS INTERNET,Utilities,DEBIT,-289.00,149424.71,,80699842878,ACH
2025-01-20,2025-01-20,ACH/CARD — MERCHANT CARD FEES — CLOVER,Bank fees,DEBIT,-404.00,149020.71,,85229010854,ACH
2025-01-20,2025-01-20,ACH/CARD — CITYWIDE JANITORIAL SVC,Services,DEBIT,-154.00,148866.71,,48829921820,ACH
2025-01-20,2025-01-20,ACH/CARD — ABC EQUIPMENT REPAIR,Repairs,DEBIT,-300.00,148566.71,,66097351022,ACH
2025-01-21,2025-01-21,MERCHANT BANKCARD DEP — CLOVER MCLAUGHLIN BATCH 429244,Card settlement,CREDIT,16951.31,165518.02,,66915518817,DEPOSIT
2025-01-23,2025-01-23,ACH — SUNRISE BEAUTY SUPPLY  DISTRIBUTOR INV,Supplies,DEBIT,-12708.33,152809.69,,17640723975,ACH
2025-01-24,2025-01-24,MERCHANT BANKCARD DEP — CLOVER TULLY BATCH 461710,Card settlement,CREDIT,19664.93,172474.62,,59218034355,DEPOSIT
2025-01-28,2025-01-28,MERCHANT BANKCARD DEP — CLOVER STORY BATCH 498290,Card settlement,CREDIT,14541.69,187016.31,,82552259945,DEPOSIT
2025-01-31,2025-01-31,ACH — PAYROLL  JADE LOTUS  NET WAGES,Payroll,DEBIT,-22750.00,164266.31,,84635649225,ACH
2025-02-03,2025-02-03,MERCHANT BANKCARD DEP — CLOVER MCLAUGHLIN BATCH 468038,Card settlement,CREDIT,12389.48,176655.79,,77237052470,DEPOSIT
2025-02-05,2025-02-05,CHECK — RENT 1885 Tully Rd — TRAN QUOC DUNG,Rent,DEBIT,-2000.00,174655.79,4107,84689277916,CHECK
2025-02-05,2025-02-05,CHECK — RENT 1885 Tully Rd — VO KIM OANH,Rent,DEBIT,-2000.00,172655.79,4108,63637693605,CHECK
2025-02-05,2025-02-05,CHECK — RENT 2402 Story Rd — TRAN QUOC DUNG,Rent,DEBIT,-2000.00,170655.79,4109,14019493642,CHECK
2025-02-05,2025-02-05,CHECK — RENT 2402 Story Rd — VO KIM OANH,Rent,DEBIT,-2000.00,168655.79,4110,98354801668,CHECK
2025-02-05,2025-02-05,CHECK — RENT 1190 McLaughlin Ave — TRAN QUOC DUNG,Rent,DEBIT,-2000.00,166655.79,4111,15080454192,CHECK
2025-02-05,2025-02-05,CHECK — RENT 1190 McLaughlin Ave — VO KIM OANH,Rent,DEBIT,-2000.00,164655.79,4112,55759036778,CHECK
2025-02-07,2025-02-07,MERCHANT BANKCARD DEP — CLOVER TULLY BATCH 445211,Card settlement,CREDIT,12031.24,176687.03,,74016513469,DEPOSIT
2025-02-09,2025-02-09,ACH — SUNRISE BEAUTY SUPPLY  DISTRIBUTOR INV,Supplies,DEBIT,-12708.33,163978.70,,41164737913,ACH
2025-02-11,2025-02-11,MERCHANT BANKCARD DEP — CLOVER STORY BATCH 451986,Card settlement,CREDIT,16634.33,180613.03,,38950136448,DEPOSIT
2025-02-12,2025-02-12,ACH PMT — PACIFIC CREST COMMUNITY BANK LOAN XXXXXX7744,Loan payment,DEBIT,-782.65,179830.38,,88349093552,ACH
2025-02-14,2025-02-14,MERCHANT BANKCARD DEP — CLOVER MCLAUGHLIN BATCH 429717,Card settlement,CREDIT,12506.51,192336.89,,54324776156,DEPOSIT
2025-02-15,2025-02-15,ACH — PAYROLL  JADE LOTUS  NET WAGES,Payroll,DEBIT,-22750.00,169586.89,,16214654310,ACH
2025-02-17,2025-02-17,MERCHANT BANKCARD DEP — CLOVER TULLY BATCH 496922,Card settlement,CREDIT,14048.39,183635.28,,56990195411,DEPOSIT
2025-02-18,2025-02-18,ACH — EFTPS / EDD PAYROLL TAX DEPOSIT,Taxes,DEBIT,-22500.00,161135.28,,57882827980,ACH
2025-02-20,2025-02-20,ACH/CARD — PG&E UTILITIES,Utilities,DEBIT,-1033.00,160102.28,,52525065225,ACH
2025-02-20,2025-02-20,ACH/CARD — SAN JOSE WATER,Utilities,DEBIT,-420.00,159682.28,,36381441442,ACH
2025-02-20,2025-02-20,ACH/CARD — STATE FARM COMMERCIAL INS,Insurance,DEBIT,-575.00,159107.28,,19436113657,ACH
2025-02-20,2025-02-20,ACH/CARD — META ADS / GOOGLE ADS,Advertising,DEBIT,-780.00,158327.28,,91587031941,ACH
2025-02-20,2025-02-20,ACH/CARD — COMCAST BUSINESS INTERNET,Utilities,DEBIT,-289.00,158038.28,,20941877208,ACH
2025-02-20,2025-02-20,ACH/CARD — MERCHANT CARD FEES — CLOVER,Bank fees,DEBIT,-404.00,157634.28,,89517864347,ACH
2025-02-20,2025-02-20,ACH/CARD — CITYWIDE JANITORIAL SVC,Services,DEBIT,-154.00,157480.28,,50145589928,ACH
2025-02-20,2025-02-20,ACH/CARD — ABC EQUIPMENT REPAIR,Repairs,DEBIT,-300.00,157180.28,,46526233405,ACH
2025-02-21,2025-02-21,MERCHANT BANKCARD DEP — CLOVER STORY BATCH 454774,Card settlement,CREDIT,17388.94,174569.22,,65972312049,DEPOSIT
2025-02-23,2025-02-23,ACH — SUNRISE BEAUTY SUPPLY  DISTRIBUTOR INV,Supplies,DEBIT,-12708.33,161860.89,,68021940802,ACH
2025-02-24,2025-02-24,MERCHANT BANKCARD DEP — CLOVER MCLAUGHLIN BATCH 459214,Card settlement,CREDIT,12392.94,174253.83,,96114217098,DEPOSIT
2025-02-28,2025-02-28,MERCHANT BANKCARD DEP — CLOVER TULLY BATCH 472655,Card settlement,CREDIT,14256.09,188509.92,,39727622733,DEPOSIT
2025-02-28,2025-02-28,ACH — PAYROLL  JADE LOTUS  NET WAGES,Payroll,DEBIT,-22750.00,165759.92,,26153168560,ACH
2025-03-03,2025-03-03,MERCHANT BANKCARD DEP — CLOVER STORY BATCH 445251,Card settlement,CREDIT,12414.68,178174.60,,36769053090,DEPOSIT
2025-03-05,2025-03-05,CHECK — RENT 1885 Tully Rd — TRAN QUOC DUNG,Rent,DEBIT,-2000.00,176174.60,4113,72670709109,CHECK
2025-03-05,2025-03-05,CHECK — RENT 1885 Tully Rd — VO KIM OANH,Rent,DEBIT,-2000.00,174174.60,4114,47052689106,CHECK
2025-03-05,2025-03-05,CHECK — RENT 2402 Story Rd — TRAN QUOC DUNG,Rent,DEBIT,-2000.00,172174.60,4115,13622491708,CHECK
2025-03-05,2025-03-05,CHECK — RENT 2402 Story Rd — VO KIM OANH,Rent,DEBIT,-2000.00,170174.60,4116,32934277578,CHECK
2025-03-05,2025-03-05,CHECK — RENT 1190 McLaughlin Ave — TRAN QUOC DUNG,Rent,DEBIT,-2000.00,168174.60,4117,11463985991,CHECK
2025-03-05,2025-03-05,CHECK — RENT 1190 McLaughlin Ave — VO KIM OANH,Rent,DEBIT,-2000.00,166174.60,4118,45698027122,CHECK
2025-03-07,2025-03-07,MERCHANT BANKCARD DEP — CLOVER MCLAUGHLIN BATCH 408378,Card settlement,CREDIT,18523.97,184698.57,,18734375644,DEPOSIT
2025-03-09,2025-03-09,ACH — SUNRISE BEAUTY SUPPLY  DISTRIBUTOR INV,Supplies,DEBIT,-12708.33,171990.24,,54213772814,ACH
2025-03-11,2025-03-11,MERCHANT BANKCARD DEP — CLOVER TULLY BATCH 474143,Card settlement,CREDIT,11933.60,183923.84,,95748105038,DEPOSIT
2025-03-12,2025-03-12,ACH PMT — PACIFIC CREST COMMUNITY BANK LOAN XXXXXX7744,Loan payment,DEBIT,-782.65,183141.19,,52731249410,ACH
2025-03-14,2025-03-14,MERCHANT BANKCARD DEP — CLOVER STORY BATCH 412398,Card settlement,CREDIT,19568.93,202710.12,,24047507164,DEPOSIT
2025-03-15,2025-03-15,ACH — PAYROLL  JADE LOTUS  NET WAGES,Payroll,DEBIT,-22750.00,179960.12,,25031057693,ACH
2025-03-16,2025-03-16,ACH — BAYSHORE TAX & ACCT  ACCOUNTING & PAYROLL,Professional,DEBIT,-1150.00,178810.12,,47375899032,ACH
2025-03-17,2025-03-17,MERCHANT BANKCARD DEP — CLOVER MCLAUGHLIN BATCH 482737,Card settlement,CREDIT,13579.61,192389.73,,37991851028,DEPOSIT
2025-03-18,2025-03-18,ACH — EFTPS / EDD PAYROLL TAX DEPOSIT,Taxes,DEBIT,-22500.00,169889.73,,94392336011,ACH
2025-03-20,2025-03-20,ACH/CARD — PG&E UTILITIES,Utilities,DEBIT,-1033.00,168856.73,,61844766672,ACH
2025-03-20,2025-03-20,ACH/CARD — SAN JOSE WATER,Utilities,DEBIT,-420.00,168436.73,,27539215370,ACH
2025-03-20,2025-03-20,ACH/CARD — STATE FARM COMMERCIAL INS,Insurance,DEBIT,-575.00,167861.73,,48086620328,ACH
2025-03-20,2025-03-20,ACH/CARD — META ADS / GOOGLE ADS,Advertising,DEBIT,-780.00,167081.73,,76044435119,ACH
2025-03-20,2025-03-20,ACH/CARD — COMCAST BUSINESS INTERNET,Utilities,DEBIT,-289.00,166792.73,,77821564512,ACH
2025-03-20,2025-03-20,ACH/CARD — MERCHANT CARD FEES — CLOVER,Bank fees,DEBIT,-404.00,166388.73,,13821278614,ACH
2025-03-20,2025-03-20,ACH/CARD — CITYWIDE JANITORIAL SVC,Services,DEBIT,-154.00,166234.73,,29533817346,ACH
2025-03-20,2025-03-20,ACH/CARD — ABC EQUIPMENT REPAIR,Repairs,DEBIT,-300.00,165934.73,,54616720066,ACH
2025-03-21,2025-03-21,MERCHANT BANKCARD DEP — CLOVER TULLY BATCH 476122,Card settlement,CREDIT,16854.13,182788.86,,89350775939,DEPOSIT
2025-03-23,2025-03-23,ACH — SUNRISE BEAUTY SUPPLY  DISTRIBUTOR INV,Supplies,DEBIT,-12708.33,170080.53,,85852469006,ACH
2025-03-24,2025-03-24,MERCHANT BANKCARD DEP — CLOVER STORY BATCH 422322,Card settlement,CREDIT,15671.73,185752.26,,54118150745,DEPOSIT
2025-03-28,2025-03-28,MERCHANT BANKCARD DEP — CLOVER MCLAUGHLIN BATCH 436019,Card settlement,CREDIT,12477.68,198229.94,,51281267315,DEPOSIT
2025-03-31,2025-03-31,ACH — PAYROLL  JADE LOTUS  NET WAGES,Payroll,DEBIT,-22750.00,175479.94,,16238795203,ACH
2025-04-03,2025-04-03,MERCHANT BANKCARD DEP — CLOVER TULLY BATCH 427331,Card settlement,CREDIT,18587.54,194067.48,,17565540224,DEPOSIT
2025-04-05,2025-04-05,CHECK — RENT 1885 Tully Rd — TRAN QUOC DUNG,Rent,DEBIT,-2000.00,192067.48,4119,56185402254,CHECK
2025-04-05,2025-04-05,CHECK — RENT 1885 Tully Rd — VO KIM OANH,Rent,DEBIT,-2000.00,190067.48,4120,83559043952,CHECK
2025-04-05,2025-04-05,CHECK — RENT 2402 Story Rd — TRAN QUOC DUNG,Rent,DEBIT,-2000.00,188067.48,4121,73136760949,CHECK
2025-04-05,2025-04-05,CHECK — RENT 2402 Story Rd — VO KIM OANH,Rent,DEBIT,-2000.00,186067.48,4122,44528012694,CHECK
2025-04-05,2025-04-05,CHECK — RENT 1190 McLaughlin Ave — TRAN QUOC DUNG,Rent,DEBIT,-2000.00,184067.48,4123,15795983087,CHECK
2025-04-05,2025-04-05,CHECK — RENT 1190 McLaughlin Ave — VO KIM OANH,Rent,DEBIT,-2000.00,182067.48,4124,55023945345,CHECK
2025-04-07,2025-04-07,MERCHANT BANKCARD DEP — CLOVER STORY BATCH 431478,Card settlement,CREDIT,14586.87,196654.35,,15065193876,DEPOSIT
2025-04-09,2025-04-09,ACH — SUNRISE BEAUTY SUPPLY  DISTRIBUTOR INV,Supplies,DEBIT,-12708.33,183946.02,,76127468514,ACH
2025-04-11,2025-04-11,MERCHANT BANKCARD DEP — CLOVER MCLAUGHLIN BATCH 454457,Card settlement,CREDIT,17866.95,201812.97,,14033000889,DEPOSIT
2025-04-12,2025-04-12,ACH PMT — PACIFIC CREST COMMUNITY BANK LOAN XXXXXX7744,Loan payment,DEBIT,-782.65,201030.32,,92040405328,ACH
2025-04-14,2025-04-14,MERCHANT BANKCARD DEP — CLOVER TULLY BATCH 493977,Card settlement,CREDIT,12528.70,213559.02,,99494687507,DEPOSIT
2025-04-14,2025-04-14,EFTPS — FEDERAL CORP ESTIMATED TAX 1120,Taxes,DEBIT,-4500.00,209059.02,,74153100974,ACH
2025-04-14,2025-04-14,FTB — CA CORP ESTIMATED TAX,Taxes,DEBIT,-3000.00,206059.02,,23340618658,ACH
2025-04-15,2025-04-15,ACH — PAYROLL  JADE LOTUS  NET WAGES,Payroll,DEBIT,-22750.00,183309.02,,75402373273,ACH
2025-04-17,2025-04-17,MERCHANT BANKCARD DEP — CLOVER STORY BATCH 487257,Card settlement,CREDIT,16566.58,199875.60,,96985869317,DEPOSIT
2025-04-18,2025-04-18,ACH — EFTPS / EDD PAYROLL TAX DEPOSIT,Taxes,DEBIT,-22500.00,177375.60,,91200596570,ACH
2025-04-20,2025-04-20,ACH/CARD — PG&E UTILITIES,Utilities,DEBIT,-1033.00,176342.60,,18936653214,ACH
2025-04-20,2025-04-20,ACH/CARD — SAN JOSE WATER,Utilities,DEBIT,-420.00,175922.60,,30960234516,ACH
2025-04-20,2025-04-20,ACH/CARD — STATE FARM COMMERCIAL INS,Insurance,DEBIT,-575.00,175347.60,,75027651422,ACH
2025-04-20,2025-04-20,ACH/CARD — META ADS / GOOGLE ADS,Advertising,DEBIT,-780.00,174567.60,,41906253714,ACH
2025-04-20,2025-04-20,ACH/CARD — COMCAST BUSINESS INTERNET,Utilities,DEBIT,-289.00,174278.60,,28303158622,ACH
2025-04-20,2025-04-20,ACH/CARD — MERCHANT CARD FEES — CLOVER,Bank fees,DEBIT,-404.00,173874.60,,78569449293,ACH
2025-04-20,2025-04-20,ACH/CARD — CITYWIDE JANITORIAL SVC,Services,DEBIT,-154.00,173720.60,,25402030062,ACH
2025-04-20,2025-04-20,ACH/CARD — ABC EQUIPMENT REPAIR,Repairs,DEBIT,-300.00,173420.60,,46428285364,ACH
2025-04-21,2025-04-21,MERCHANT BANKCARD DEP — CLOVER MCLAUGHLIN BATCH 450775,Card settlement,CREDIT,12790.53,186211.13,,20812094718,DEPOSIT
2025-04-23,2025-04-23,ACH — SUNRISE BEAUTY SUPPLY  DISTRIBUTOR INV,Supplies,DEBIT,-12708.33,173502.80,,13986529132,ACH
2025-04-24,2025-04-24,MERCHANT BANKCARD DEP — CLOVER TULLY BATCH 412083,Card settlement,CREDIT,18357.25,191860.05,,94104691793,DEPOSIT
2025-04-28,2025-04-28,MERCHANT BANKCARD DEP — CLOVER STORY BATCH 402284,Card settlement,CREDIT,10863.96,202724.01,,28375766392,DEPOSIT
2025-04-30,2025-04-30,ACH — PAYROLL  JADE LOTUS  NET WAGES,Payroll,DEBIT,-22750.00,179974.01,,18652286751,ACH
2025-05-03,2025-05-03,MERCHANT BANKCARD DEP — CLOVER MCLAUGHLIN BATCH 411374,Card settlement,CREDIT,11828.24,191802.25,,34105516400,DEPOSIT
2025-05-05,2025-05-05,CHECK — RENT 1885 Tully Rd — TRAN QUOC DUNG,Rent,DEBIT,-2000.00,189802.25,4125,96870466780,CHECK
2025-05-05,2025-05-05,CHECK — RENT 1885 Tully Rd — VO KIM OANH,Rent,DEBIT,-2000.00,187802.25,4126,15500809529,CHECK
2025-05-05,2025-05-05,CHECK — RENT 2402 Story Rd — TRAN QUOC DUNG,Rent,DEBIT,-2000.00,185802.25,4127,69797752206,CHECK
2025-05-05,2025-05-05,CHECK — RENT 2402 Story Rd — VO KIM OANH,Rent,DEBIT,-2000.00,183802.25,4128,24626153039,CHECK
2025-05-05,2025-05-05,CHECK — RENT 1190 McLaughlin Ave — TRAN QUOC DUNG,Rent,DEBIT,-2000.00,181802.25,4129,75985088923,CHECK
2025-05-05,2025-05-05,CHECK — RENT 1190 McLaughlin Ave — VO KIM OANH,Rent,DEBIT,-2000.00,179802.25,4130,77854281548,CHECK
2025-05-07,2025-05-07,MERCHANT BANKCARD DEP — CLOVER TULLY BATCH 408504,Card settlement,CREDIT,14288.24,194090.49,,41362816570,DEPOSIT
2025-05-09,2025-05-09,ACH — SUNRISE BEAUTY SUPPLY  DISTRIBUTOR INV,Supplies,DEBIT,-12708.33,181382.16,,33065089151,ACH
2025-05-11,2025-05-11,MERCHANT BANKCARD DEP — CLOVER STORY BATCH 452650,Card settlement,CREDIT,14304.74,195686.90,,18136842677,DEPOSIT
2025-05-12,2025-05-12,ACH PMT — PACIFIC CREST COMMUNITY BANK LOAN XXXXXX7744,Loan payment,DEBIT,-782.65,194904.25,,49502381156,ACH
2025-05-14,2025-05-14,MERCHANT BANKCARD DEP — CLOVER MCLAUGHLIN BATCH 419442,Card settlement,CREDIT,19610.32,214514.57,,24319835660,DEPOSIT
2025-05-15,2025-05-15,ACH — PAYROLL  JADE LOTUS  NET WAGES,Payroll,DEBIT,-22750.00,191764.57,,49564324669,ACH
2025-05-17,2025-05-17,MERCHANT BANKCARD DEP — CLOVER TULLY BATCH 404115,Card settlement,CREDIT,12904.82,204669.39,,57277182678,DEPOSIT
2025-05-18,2025-05-18,ACH — EFTPS / EDD PAYROLL TAX DEPOSIT,Taxes,DEBIT,-22500.00,182169.39,,70391764023,ACH
2025-05-20,2025-05-20,ACH/CARD — PG&E UTILITIES,Utilities,DEBIT,-1033.00,181136.39,,47132382073,ACH
2025-05-20,2025-05-20,ACH/CARD — SAN JOSE WATER,Utilities,DEBIT,-420.00,180716.39,,18885522358,ACH
2025-05-20,2025-05-20,ACH/CARD — STATE FARM COMMERCIAL INS,Insurance,DEBIT,-575.00,180141.39,,60619967539,ACH
2025-05-20,2025-05-20,ACH/CARD — META ADS / GOOGLE ADS,Advertising,DEBIT,-780.00,179361.39,,34871770477,ACH
2025-05-20,2025-05-20,ACH/CARD — COMCAST BUSINESS INTERNET,Utilities,DEBIT,-289.00,179072.39,,98472018901,ACH
2025-05-20,2025-05-20,ACH/CARD — MERCHANT CARD FEES — CLOVER,Bank fees,DEBIT,-404.00,178668.39,,55925895567,ACH
2025-05-20,2025-05-20,ACH/CARD — CITYWIDE JANITORIAL SVC,Services,DEBIT,-154.00,178514.39,,17677171281,ACH
2025-05-20,2025-05-20,ACH/CARD — ABC EQUIPMENT REPAIR,Repairs,DEBIT,-300.00,178214.39,,56265595226,ACH
2025-05-21,2025-05-21,MERCHANT BANKCARD DEP — CLOVER STORY BATCH 460437,Card settlement,CREDIT,11242.58,189456.97,,77327765161,DEPOSIT
2025-05-23,2025-05-23,ACH — SUNRISE BEAUTY SUPPLY  DISTRIBUTOR INV,Supplies,DEBIT,-12708.33,176748.64,,75376215431,ACH
2025-05-24,2025-05-24,MERCHANT BANKCARD DEP — CLOVER MCLAUGHLIN BATCH 458162,Card settlement,CREDIT,18428.30,195176.94,,13108165444,DEPOSIT
2025-05-28,2025-05-28,MERCHANT BANKCARD DEP — CLOVER TULLY BATCH 458024,Card settlement,CREDIT,13375.22,208552.16,,52571802324,DEPOSIT
2025-05-31,2025-05-31,ACH — PAYROLL  JADE LOTUS  NET WAGES,Payroll,DEBIT,-22750.00,185802.16,,22025097397,ACH
2025-06-03,2025-06-03,MERCHANT BANKCARD DEP — CLOVER STORY BATCH 469171,Card settlement,CREDIT,19619.41,205421.57,,56702745589,DEPOSIT
2025-06-05,2025-06-05,CHECK — RENT 1885 Tully Rd — TRAN QUOC DUNG,Rent,DEBIT,-2000.00,203421.57,4131,35569298056,CHECK
2025-06-05,2025-06-05,CHECK — RENT 1885 Tully Rd — VO KIM OANH,Rent,DEBIT,-2000.00,201421.57,4132,81181146574,CHECK
2025-06-05,2025-06-05,CHECK — RENT 2402 Story Rd — TRAN QUOC DUNG,Rent,DEBIT,-2000.00,199421.57,4133,54403468212,CHECK
2025-06-05,2025-06-05,CHECK — RENT 2402 Story Rd — VO KIM OANH,Rent,DEBIT,-2000.00,197421.57,4134,97059497464,CHECK
2025-06-05,2025-06-05,CHECK — RENT 1190 McLaughlin Ave — TRAN QUOC DUNG,Rent,DEBIT,-2000.00,195421.57,4135,27661776509,CHECK
2025-06-05,2025-06-05,CHECK — RENT 1190 McLaughlin Ave — VO KIM OANH,Rent,DEBIT,-2000.00,193421.57,4136,58211092917,CHECK
2025-06-07,2025-06-07,MERCHANT BANKCARD DEP — CLOVER MCLAUGHLIN BATCH 479404,Card settlement,CREDIT,13042.46,206464.03,,27883991846,DEPOSIT
2025-06-09,2025-06-09,ACH — SUNRISE BEAUTY SUPPLY  DISTRIBUTOR INV,Supplies,DEBIT,-12708.33,193755.70,,40078646896,ACH
2025-06-11,2025-06-11,MERCHANT BANKCARD DEP — CLOVER TULLY BATCH 415670,Card settlement,CREDIT,18092.93,211848.63,,57445280942,DEPOSIT
2025-06-12,2025-06-12,ACH PMT — PACIFIC CREST COMMUNITY BANK LOAN XXXXXX7744,Loan payment,DEBIT,-782.65,211065.98,,91468400671,ACH
2025-06-13,2025-06-13,EFTPS — FEDERAL CORP ESTIMATED TAX 1120,Taxes,DEBIT,-4500.00,206565.98,,84460258759,ACH
2025-06-13,2025-06-13,FTB — CA CORP ESTIMATED TAX,Taxes,DEBIT,-2500.00,204065.98,,86104117550,ACH
2025-06-14,2025-06-14,MERCHANT BANKCARD DEP — CLOVER STORY BATCH 441176,Card settlement,CREDIT,19693.67,223759.65,,14318885893,DEPOSIT
2025-06-15,2025-06-15,ACH — PAYROLL  JADE LOTUS  NET WAGES,Payroll,DEBIT,-22750.00,201009.65,,38889356105,ACH
2025-06-16,2025-06-16,ACH — BAYSHORE TAX & ACCT  ACCOUNTING & PAYROLL,Professional,DEBIT,-1150.00,199859.65,,38870884136,ACH
2025-06-17,2025-06-17,MERCHANT BANKCARD DEP — CLOVER MCLAUGHLIN BATCH 485706,Card settlement,CREDIT,16464.36,216324.01,,11116114275,DEPOSIT
2025-06-18,2025-06-18,ACH — EFTPS / EDD PAYROLL TAX DEPOSIT,Taxes,DEBIT,-22500.00,193824.01,,72393414040,ACH
2025-06-20,2025-06-20,ACH/CARD — PG&E UTILITIES,Utilities,DEBIT,-1033.00,192791.01,,11198594924,ACH
2025-06-20,2025-06-20,ACH/CARD — SAN JOSE WATER,Utilities,DEBIT,-420.00,192371.01,,98638648677,ACH
2025-06-20,2025-06-20,ACH/CARD — STATE FARM COMMERCIAL INS,Insurance,DEBIT,-575.00,191796.01,,14568006409,ACH
2025-06-20,2025-06-20,ACH/CARD — META ADS / GOOGLE ADS,Advertising,DEBIT,-780.00,191016.01,,84450774112,ACH
2025-06-20,2025-06-20,ACH/CARD — COMCAST BUSINESS INTERNET,Utilities,DEBIT,-289.00,190727.01,,84884215878,ACH
2025-06-20,2025-06-20,ACH/CARD — MERCHANT CARD FEES — CLOVER,Bank fees,DEBIT,-404.00,190323.01,,84640238773,ACH
2025-06-20,2025-06-20,ACH/CARD — CITYWIDE JANITORIAL SVC,Services,DEBIT,-154.00,190169.01,,59657810364,ACH
2025-06-20,2025-06-20,ACH/CARD — ABC EQUIPMENT REPAIR,Repairs,DEBIT,-300.00,189869.01,,90719772480,ACH
2025-06-21,2025-06-21,MERCHANT BANKCARD DEP — CLOVER TULLY BATCH 419293,Card settlement,CREDIT,10969.63,200838.64,,26596863037,DEPOSIT
2025-06-23,2025-06-23,ACH — SUNRISE BEAUTY SUPPLY  DISTRIBUTOR INV,Supplies,DEBIT,-12708.33,188130.31,,20560343111,ACH
2025-06-24,2025-06-24,MERCHANT BANKCARD DEP — CLOVER STORY BATCH 494905,Card settlement,CREDIT,16775.49,204905.80,,62211323286,DEPOSIT
2025-06-28,2025-06-28,MERCHANT BANKCARD DEP — CLOVER MCLAUGHLIN BATCH 421196,Card settlement,CREDIT,16180.52,221086.32,,56845711155,DEPOSIT
2025-06-30,2025-06-30,ACH — PAYROLL  JADE LOTUS  NET WAGES,Payroll,DEBIT,-22750.00,198336.32,,52970528723,ACH
2025-06-30,2025-06-30,WIRE — SHAREHOLDER DISTRIBUTION  MAI-LINH TRAN,Distribution,DEBIT,-18000.00,180336.32,,33443695018,WIRE
2025-06-30,2025-06-30,WIRE — SHAREHOLDER DISTRIBUTION  TRAN QUOC DUNG,Distribution,DEBIT,-13500.00,166836.32,,59991548679,WIRE
2025-06-30,2025-06-30,WIRE — SHAREHOLDER DISTRIBUTION  VO KIM OANH,Distribution,DEBIT,-13500.00,153336.32,,80224749782,WIRE
2025-07-03,2025-07-03,MERCHANT BANKCARD DEP — CLOVER TULLY BATCH 470509,Card settlement,CREDIT,16567.74,169904.06,,31929360057,DEPOSIT
2025-07-05,2025-07-05,CHECK — RENT 1885 Tully Rd — TRAN QUOC DUNG,Rent,DEBIT,-2000.00,167904.06,4137,45603289272,CHECK
