posting_date,transaction_date,description,merchant_category,type,amount,running_balance,check_number,reference_id,channel,location
2026-03-19,2026-03-19,SPROUTS FMKT #417 ABQ NM REVERSAL,Groceries,credit,128.44,10754.90,,SLFCU00522309,POS,Albuquerque NM
2026-03-19,2026-03-19,CORONADO HOME HEALTH ABQ NM,Medical,debit,-515.77,10239.13,,SLFCU00522325,POS,Albuquerque NM
2026-03-20,2026-03-20,NYTIMES DIGITAL,News/Media,debit,-17.00,10222.13,,SLFCU00522368,POS,
2026-03-20,2026-03-20,KELLERS FARM STORES ABQ NM,Groceries,debit,-65.67,10156.46,,SLFCU00522411,POS,Albuquerque NM
2026-03-21,2026-03-21,RIO GRANDE CARDIOLOGY ABQ NM,Medical,debit,-499.55,9656.91,,SLFCU00522445,POS,Albuquerque NM
2026-03-23,2026-03-23,CIRCLE K #4419 ABQ NM,Fuel,debit,-48.85,9608.06,,SLFCU00522467,POS,Albuquerque NM
2026-03-24,2026-03-24,SPROUTS FMKT #388 ABQ NM,Groceries,debit,-180.77,9427.29,,SLFCU00522486,POS,Albuquerque NM
2026-03-24,2026-03-24,CIRCLE K #6610 ABQ NM,Fuel,debit,-64.88,9362.41,,SLFCU00522505,POS,Albuquerque NM
2026-03-25,2026-03-25,MARY & TITOS ABQ NM,Dining,debit,-42.62,9319.79,,SLFCU00522521,POS,Albuquerque NM
2026-03-27,2026-03-27,COSTCO GAS #1102 ABQ NM,Fuel,debit,-55.54,9264.25,,SLFCU00522535,POS,Albuquerque NM
2026-03-31,2026-03-31,PAYROLL DIRECT DEP SANDIA VISTA SCH,Payroll,credit,2837.44,12101.69,,SLFCU00522565,ACH,Albuquerque NM
2026-03-31,2026-03-31,INTEREST PAID SAVINGS ****9042,Interest,credit,42.50,12144.19,,SLFCU00522577,INT,
2026-04-01,2026-04-01,RIO GRANDE MTG SVCG AUTOPAY,Mortgage,debit,-1360.25,10783.94,,SLFCU00522608,ACH,
2026-04-02,2026-04-02,APPLE.COM/BILL ICLOUD,Digital Svc,debit,-2.99,10780.95,,SLFCU00522629,POS,
2026-04-03,2026-04-03,TRANSFER TO SAVINGS ****9042,Transfer,debit,-400.00,10380.95,,SLFCU00522656,XFER,
2026-04-03,2026-04-03,PNM ELECTRIC PYMT,Utilities,debit,-129.55,10251.40,,SLFCU00522697,ACH,
2026-04-03,2026-04-03,WALMART SUPRCTR #2057 ABQ NM,Groceries,debit,-172.25,10079.15,,SLFCU00522744,POS,Albuquerque NM
2026-04-03,2026-04-03,COSTCO GAS #1102 ABQ NM,Fuel,debit,-48.09,10031.06,,SLFCU00522793,POS,Albuquerque NM
2026-04-04,2026-04-04,COSTCO GAS #1102 ABQ NM,Fuel,debit,-49.15,9981.91,,SLFCU00522819,POS,Albuquerque NM
2026-04-04,2026-04-04,CHICK-FIL-A #2810 ABQ NM,Dining,debit,-25.58,9956.33,,SLFCU00522844,POS,Albuquerque NM
2026-04-05,2026-04-05,CORDILLERA FED LOAN SVCG PLUS,Loan Pmt,debit,-226.43,9729.90,,SLFCU00522855,ACH,
2026-04-05,2026-04-05,PANERA BREAD #1144 ABQ NM,Dining,debit,-44.56,9685.34,,SLFCU00522872,POS,Albuquerque NM
2026-04-06,2026-04-06,DEFINED FITNESS ABQ,Health Club,debit,-44.00,9641.34,,SLFCU00522919,POS,
2026-04-07,2026-04-07,LA MONTANITA COOP #3 ABQ NM,Groceries,debit,-93.40,9547.94,,SLFCU00522972,POS,Albuquerque NM
2026-04-08,2026-04-08,NETFLIX.COM,Streaming,debit,-22.99,9524.95,,SLFCU00522983,POS,
2026-04-09,2026-04-09,NEW MEXICO GAS CO,Utilities,debit,-33.95,9491.00,,SLFCU00522991,ACH,
2026-04-09,2026-04-09,ATM WITHDRAWAL SANDIA LAGUNA FCU,Cash,debit,-80.00,9411.00,,SLFCU00523017,ATM,Albuquerque NM
2026-04-11,2026-04-11,COMCAST XFINITY,Telecom,debit,-99.99,9311.01,,SLFCU00523026,ACH,
2026-04-12,2026-04-12,Spotify USA,Streaming,debit,-11.99,9299.02,,SLFCU00523040,POS,
2026-04-12,2026-04-12,ABQ IMAGING CTR ABQ NM,Medical,debit,-476.00,8823.02,,SLFCU00523093,POS,Albuquerque NM
2026-04-12,2026-04-12,CHECK PAID,Check,debit,-202.93,8620.09,1044,SLFCU00523122,CHECK,
2026-04-14,2026-04-14,ABCWUA WATER/SEWER,Utilities,debit,-57.71,8562.38,,SLFCU00523159,ACH,
2026-04-14,2026-04-14,CHIPOTLE #1623 ABQ NM,Dining,debit,-43.86,8518.52,,SLFCU00523170,POS,Albuquerque NM
2026-04-15,2026-04-15,PAYROLL DIRECT DEP SANDIA VISTA SCH,Payroll,credit,2837.44,11355.96,,SLFCU00523178,ACH,Albuquerque NM
2026-04-17,2026-04-17,VERIZON WIRELESS,Telecom,debit,-121.44,11234.52,,SLFCU00523189,ACH,
2026-04-17,2026-04-17,ALON 7-ELEVEN #2241 ABQ NM,Fuel,debit,-61.24,11173.28,,SLFCU00523219,POS,Albuquerque NM
2026-04-20,2026-04-20,NYTIMES DIGITAL,News/Media,debit,-17.00,11156.28,,SLFCU00523235,POS,
2026-04-22,2026-04-22,LA MONTANITA COOP #3 ABQ NM,Groceries,debit,-140.55,11015.73,,SLFCU00523274,POS,Albuquerque NM
2026-04-26,2026-04-26,TRADER JOES #201 ABQ NM,Groceries,debit,-158.97,10856.76,,SLFCU00523297,POS,Albuquerque NM
2026-04-27,2026-04-27,MESA VIEW MED GRP ABQ NM,Medical,debit,-111.11,10745.65,,SLFCU00523325,POS,Albuquerque NM
2026-04-30,2026-04-30,PAYROLL DIRECT DEP SANDIA VISTA SCH,Payroll,credit,2837.44,13583.09,,SLFCU00523363,ACH,Albuquerque NM
2026-04-30,2026-04-30,INTEREST PAID SAVINGS ****9042,Interest,credit,44.00,13627.09,,SLFCU00523372,INT,
2026-05-01,2026-05-01,RIO GRANDE MTG SVCG AUTOPAY,Mortgage,debit,-1360.25,12266.84,,SLFCU00523413,ACH,
2026-05-02,2026-05-02,APPLE.COM/BILL ICLOUD,Digital Svc,debit,-2.99,12263.85,,SLFCU00523453,POS,
2026-05-03,2026-05-03,TRANSFER TO SAVINGS ****9042,Transfer,debit,-400.00,11863.85,,SLFCU00523483,XFER,
2026-05-03,2026-05-03,PNM ELECTRIC PYMT,Utilities,debit,-118.73,11745.12,,SLFCU00523517,ACH,
2026-05-04,2026-05-04,ALON 7-ELEVEN #2241 ABQ NM,Fuel,debit,-64.80,11680.32,,SLFCU00523556,POS,Albuquerque NM
2026-05-05,2026-05-05,CORDILLERA FED LOAN SVCG PLUS,Loan Pmt,debit,-226.43,11453.89,,SLFCU00523596,ACH,
2026-05-05,2026-05-05,KELLERS FARM STORES ABQ NM,Groceries,debit,-121.62,11332.27,,SLFCU00523649,POS,Albuquerque NM
2026-05-05,2026-05-05,ALON 7-ELEVEN #2241 ABQ NM,Fuel,debit,-68.16,11264.11,,SLFCU00523676,POS,Albuquerque NM
2026-05-05,2026-05-05,DURAN CENTRAL PHARMACY ABQ NM,Medical,debit,-215.78,11048.33,,SLFCU00523704,POS,Albuquerque NM
2026-05-06,2026-05-06,DEFINED FITNESS ABQ,Health Club,debit,-44.00,11004.33,,SLFCU00523744,POS,
2026-05-07,2026-05-07,STARBUCKS #9921 ABQ NM,Dining,debit,-20.07,10984.26,,SLFCU00523752,POS,Albuquerque NM
2026-05-07,2026-05-07,CHICK-FIL-A #2810 ABQ NM,Dining,debit,-28.90,10955.36,,SLFCU00523759,POS,Albuquerque NM
2026-05-08,2026-05-08,NETFLIX.COM,Streaming,debit,-22.99,10932.37,,SLFCU00523806,POS,
2026-05-09,2026-05-09,NEW MEXICO GAS CO,Utilities,debit,-28.60,10903.77,,SLFCU00523855,ACH,
2026-05-11,2026-05-11,COMCAST XFINITY,Telecom,debit,-99.99,10803.78,,SLFCU00523889,ACH,
2026-05-12,2026-05-12,Spotify USA,Streaming,debit,-11.99,10791.79,,SLFCU00523921,POS,
2026-05-14,2026-05-14,ABCWUA WATER/SEWER,Utilities,debit,-61.40,10730.39,,SLFCU00523961,ACH,
2026-05-15,2026-05-15,PAYROLL DIRECT DEP SANDIA VISTA SCH,Payroll,credit,2837.44,13567.83,,SLFCU00524007,ACH,Albuquerque NM
2026-05-16,2026-05-16,COSTCO WHSE #1102 ABQ NM,Groceries,debit,-85.62,13482.21,,SLFCU00524047,POS,Albuquerque NM
2026-05-16,2026-05-16,CHEVRON #2294 ABQ NM,Fuel,debit,-64.12,13418.09,,SLFCU00524080,POS,Albuquerque NM
2026-05-17,2026-05-17,VERIZON WIRELESS,Telecom,debit,-121.44,13296.65,,SLFCU00524105,ACH,
2026-05-18,2026-05-18,DURAN CENTRAL PHARMACY ABQ NM,Medical,debit,-71.29,13225.36,,SLFCU00524142,POS,Albuquerque NM
2026-05-20,2026-05-20,NYTIMES DIGITAL,News/Media,debit,-17.00,13208.36,,SLFCU00524166,POS,
2026-05-20,2026-05-20,SMITHS FOOD #1180 ABQ NM,Groceries,debit,-142.07,13066.29,,SLFCU00524201,POS,Albuquerque NM
2026-05-22,2026-05-22,ATM WITHDRAWAL SANDIA LAGUNA FCU,Cash,debit,-140.00,12926.29,,SLFCU00524233,ATM,Albuquerque NM
2026-05-24,2026-05-24,CHECK PAID,Check,debit,-158.28,12768.01,1045,SLFCU00524250,CHECK,
2026-05-25,2026-05-25,DIONS PIZZA #22 ABQ NM,Dining,debit,-50.24,12717.77,,SLFCU00524275,POS,Albuquerque NM
2026-05-26,2026-05-26,LA MONTANITA COOP #3 ABQ NM,Groceries,debit,-89.67,12628.10,,SLFCU00524305,POS,Albuquerque NM
2026-05-31,2026-05-31,PAYROLL DIRECT DEP SANDIA VISTA SCH,Payroll,credit,2837.44,15465.54,,SLFCU00524322,ACH,Albuquerque NM
2026-05-31,2026-05-31,INTEREST PAID SAVINGS ****9042,Interest,credit,45.50,15511.04,,SLFCU00524370,INT,
2026-06-01,2026-06-01,RIO GRANDE MTG SVCG AUTOPAY,Mortgage,debit,-1360.25,14150.79,,SLFCU00524388,ACH,
2026-06-02,2026-06-02,APPLE.COM/BILL ICLOUD,Digital Svc,debit,-2.99,14147.80,,SLFCU00524418,POS,
2026-06-02,2026-06-02,CIRCLE K #2207 ABQ NM,Fuel,debit,-57.23,14090.57,,SLFCU00524461,POS,Albuquerque NM
2026-06-03,2026-06-03,TRANSFER TO SAVINGS ****9042,Transfer,debit,-400.00,13690.57,,SLFCU00524507,XFER,
2026-06-03,2026-06-03,PNM ELECTRIC PYMT,Utilities,debit,-133.41,13557.16,,SLFCU00524534,ACH,
2026-06-03,2026-06-03,COSTCO WHSE #1102 ABQ NM,Groceries,debit,-99.64,13457.52,,SLFCU00524566,POS,Albuquerque NM
2026-06-05,2026-06-05,CORDILLERA FED LOAN SVCG PLUS,Loan Pmt,debit,-226.43,13231.09,,SLFCU00524585,ACH,
2026-06-06,2026-06-06,DEFINED FITNESS ABQ,Health Club,debit,-44.00,13187.09,,SLFCU00524604,POS,
2026-06-06,2026-06-06,CHICK-FIL-A #2810 ABQ NM,Dining,debit,-50.58,13136.51,,SLFCU00524647,POS,Albuquerque NM
2026-06-08,2026-06-08,NETFLIX.COM,Streaming,debit,-22.99,13113.52,,SLFCU00524669,POS,
2026-06-09,2026-06-09,NEW MEXICO GAS CO,Utilities,debit,-26.14,13087.38,,SLFCU00524678,ACH,
2026-06-09,2026-06-09,WHOLE FOODS #10112 ABQ NM,Groceries,debit,-177.52,12909.86,,SLFCU00524698,POS,Albuquerque NM
2026-06-11,2026-06-11,COMCAST XFINITY,Telecom,debit,-99.99,12809.87,,SLFCU00524740,ACH,
2026-06-11,2026-06-11,CHECK PAID,Check,debit,-221.56,12588.31,1046,SLFCU00524789,CHECK,
2026-06-12,2026-06-12,Spotify USA,Streaming,debit,-11.99,12576.32,,SLFCU00524799,POS,
2026-06-13,2026-06-13,MODELO CAFE ABQ NM,Dining,debit,-35.78,12540.54,,SLFCU00524844,POS,Albuquerque NM
2026-06-14,2026-06-14,ABCWUA WATER/SEWER,Utilities,debit,-66.05,12474.49,,SLFCU00524895,ACH,
2026-06-15,2026-06-15,PAYROLL DIRECT DEP SANDIA VISTA SCH,Payroll,credit,2837.44,15311.93,,SLFCU00524912,ACH,Albuquerque NM
2026-06-15,2026-06-15,PHILLIPS 66 #3318 ABQ NM,Fuel,debit,-49.40,15262.53,,SLFCU00524948,POS,Albuquerque NM
2026-06-15,2026-06-15,STARBUCKS #1187 ABQ NM,Dining,debit,-9.71,15252.82,,SLFCU00524961,POS,Albuquerque NM
2026-06-16,2026-06-16,ALON 7-ELEVEN #2241 ABQ NM,Fuel,debit,-66.62,15186.20,,SLFCU00524986,POS,Albuquerque NM
2026-06-17,2026-06-17,VERIZON WIRELESS,Telecom,debit,-128.90,15057.30,,SLFCU00525006,ACH,
2026-06-18,2026-06-18,ABQ IMAGING CTR ABQ NM,Medical,debit,-352.50,14704.80,,SLFCU00525021,POS,Albuquerque NM
2026-06-18,2026-06-18,ATM WITHDRAWAL SANDIA LAGUNA FCU,Cash,debit,-120.00,14584.80,,SLFCU00525058,ATM,Albuquerque NM
2026-06-20,2026-06-20,NYTIMES DIGITAL,News/Media,debit,-17.00,14567.80,,SLFCU00525099,POS,
2026-06-20,2026-06-20,WALGREENS RX #4471 ABQ NM,Medical,debit,-187.60,14380.20,,SLFCU00525129,POS,Albuquerque NM
2026-06-23,2026-06-23,ALBERTSONS #771 ABQ NM,Groceries,debit,-51.69,14328.51,,SLFCU00525165,POS,Albuquerque NM
2026-06-26,2026-06-26,ALBERTSONS #994 ABQ NM,Groceries,debit,-66.48,14262.03,,SLFCU00525198,POS,Albuquerque NM
2026-06-30,2026-06-30,PAYROLL DIRECT DEP SANDIA VISTA SCH,Payroll,credit,2837.44,17099.47,,SLFCU00525240,ACH,Albuquerque NM
2026-06-30,2026-06-30,INTEREST PAID SAVINGS ****9042,Interest,credit,47.00,17146.47,,SLFCU00525284,INT,
