posting_date,transaction_date,description,merchant_category,type,amount,running_balance,check_number,reference_id,channel,location
2025-02-26,2025-02-25,WALGREENS 4471 #9727 BRICKELL FL,Health,DEBIT,-202.13,9218.72,,PO100072,POS,BRICKELL FL
2025-02-28,2025-02-28,PAYLANTIC PAYROLL  MARLIN BAY MEDIA  DIRECT DEP,Income,CREDIT,2252.23,11470.95,,AC100073,ACH,Miami FL
2025-02-28,2025-02-28,TRANSFER TO SAVINGS  ****8820,Transfer,DEBIT,-400.00,11070.95,,XF100074,XFER,Miami FL
2025-03-01,2025-03-01,ZELLE TO AKERMAN PROPERTIES  RENT,Rent,DEBIT,-2200.00,8870.95,,AC100075,ACH,Miami FL
2025-03-03,2025-03-03,ZELLE FROM J RIVERA,Transfer,CREDIT,1100.00,9970.95,,AC100076,ACH,Miami FL
2025-03-03,2025-03-02,WHOLE FOODS MKT BRICKELL #1821 WYNWOOD FL,Groceries,DEBIT,-186.28,9784.67,,PO100077,POS,CORAL GABLES FL
2025-03-03,2025-03-02,CVS/PHARMACY 06441 #2343 CORAL GABLES FL,Health,DEBIT,-146.89,9637.78,,PO100078,POS,MIAMI BEACH FL
2025-03-05,2025-03-04,NETFLIX.COM,Subscriptions,DEBIT,-15.99,9621.79,,PO100079,POS,Miami FL
2025-03-05,2025-03-04,DOORDASH*WENDYS #5073 BRICKELL FL,Restaurants,DEBIT,-198.54,9423.25,,PO100080,POS,BRICKELL FL
2025-03-06,2025-03-05,Spotify USA,Subscriptions,DEBIT,-11.99,9411.26,,PO100081,POS,Miami FL
2025-03-07,2025-03-06,OpenAI ChatGPT Plus,Subscriptions,DEBIT,-20.00,9391.26,,PO100082,POS,Miami FL
2025-03-07,2025-03-06,APPLE.COM/BILL #5563 CORAL GABLES FL,Shopping,DEBIT,-44.66,9346.60,,PO100083,POS,BRICKELL FL
2025-03-08,2025-03-08,FPL ELECTRIC  AUTOPAY,Utilities,DEBIT,-128.44,9218.16,,AC100084,ACH,Miami FL
2025-03-08,2025-03-07,Apple iCloud+,Subscriptions,DEBIT,-2.99,9215.17,,PO100085,POS,Miami FL
2025-03-08,2025-03-07,DOORDASH*WENDYS #6147 BRICKELL FL,Restaurants,DEBIT,-229.79,8985.38,,PO100086,POS,DORAL FL
2025-03-08,2025-03-07,PEP BOYS 1180  AUTO REPAIR,Gas & Transport,DEBIT,-610.42,8374.96,,PO100087,POS,Miami FL
2025-03-09,2025-03-09,XFINITY  INTERNET AUTOPAY,Utilities,DEBIT,-79.99,8294.97,,AC100088,ACH,Miami FL
2025-03-09,2025-03-08,NYTimes Digital,Subscriptions,DEBIT,-4.25,8290.72,,PO100089,POS,Miami FL
2025-03-09,2025-03-08,CHIPOTLE 2841 #7615 MIAMI FL,Restaurants,DEBIT,-169.32,8121.40,,PO100090,POS,WYNWOOD FL
2025-03-10,2025-03-10,MIAMI-DADE WATER & SEWER,Utilities,DEBIT,-41.20,8080.20,,AC100091,ACH,Miami FL
2025-03-10,2025-03-09,IRON PARADISE GYM,Health & Fitness,DEBIT,-49.00,8031.20,,PO100092,POS,Miami FL
2025-03-10,2025-03-09,PUBLIX SUPER MARKET #0312 #8454 DORAL FL,Groceries,DEBIT,-241.58,7789.62,,PO100093,POS,CORAL GABLES FL
2025-03-11,2025-03-10,WALGREENS 4471 #4566 MIAMI FL,Health,DEBIT,-48.07,7741.55,,PO100094,POS,WYNWOOD FL
2025-03-12,2025-03-12,T-MOBILE  AUTOPAY,Utilities,DEBIT,-85.00,7656.55,,AC100095,ACH,Miami FL
2025-03-13,2025-03-12,STARBUCKS STORE 119 #7939 CORAL GABLES FL,Restaurants,DEBIT,-165.54,7491.01,,PO100096,POS,CORAL GABLES FL
2025-03-14,2025-03-13,WALGREENS 4471 #1960 BRICKELL FL,Health,DEBIT,-124.16,7366.85,,PO100097,POS,CORAL GABLES FL
2025-03-15,2025-03-15,PAYLANTIC PAYROLL  MARLIN BAY MEDIA  DIRECT DEP,Income,CREDIT,2252.23,9619.08,,AC100098,ACH,Miami FL
2025-03-17,2025-03-17,CRESTLINE EDU LOAN  AUTOPAY  ****3092,Loan Payment,DEBIT,-212.00,9407.08,,AC100099,ACH,Miami FL
2025-03-17,2025-03-16,CVS/PHARMACY 06441 #4510 WYNWOOD FL,Health,DEBIT,-76.89,9330.19,,PO100100,POS,BRICKELL FL
2025-03-17,2025-03-16,WALGREENS 4471 #7669 BRICKELL FL,Health,DEBIT,-68.62,9261.57,,PO100101,POS,MIAMI FL
2025-03-18,2025-03-17,SHELL OIL 57544 #2312 BRICKELL FL,Gas & Transport,DEBIT,-25.25,9236.32,,PO100102,POS,MIAMI FL
2025-03-19,2025-03-18,CHIPOTLE 2841 #2604 MIAMI FL,Restaurants,DEBIT,-115.25,9121.07,,PO100103,POS,MIAMI BEACH FL
2025-03-20,2025-03-20,LUMEN BANK CARD  AUTOPAY  ****6058,Credit Card Payment,DEBIT,-250.00,8871.07,,AC100104,ACH,Miami FL
2025-03-21,2025-03-20,CHIPOTLE 2841 #2638 MIAMI FL,Restaurants,DEBIT,-14.17,8856.90,,PO100105,POS,WYNWOOD FL
2025-03-22,2025-03-21,WHOLE FOODS MKT BRICKELL #2612 MIAMI FL,Groceries,DEBIT,-168.89,8688.01,,PO100106,POS,CORAL GABLES FL
2025-03-22,2025-03-21,BRICKELL COFFEE CO #5915 CORAL GABLES FL,Restaurants,DEBIT,-42.49,8645.52,,PO100107,POS,DORAL FL
2025-03-22,2025-03-21,IKEA MIAMI  FURNITURE,Shopping,DEBIT,-715.27,7930.25,,PO100108,POS,Miami FL
2025-03-26,2025-03-25,PUBLIX SUPER MARKET #0312 #4872 BRICKELL FL,Groceries,DEBIT,-237.78,7692.47,,PO100109,POS,CORAL GABLES FL
2025-03-28,2025-03-28,TRANSFER TO SAVINGS  ****8820,Transfer,DEBIT,-400.00,7292.47,,XF100110,XFER,Miami FL
2025-03-31,2025-03-31,PAYLANTIC PAYROLL  MARLIN BAY MEDIA  DIRECT DEP,Income,CREDIT,2252.23,9544.70,,AC100111,ACH,Miami FL
2025-04-01,2025-04-01,ZELLE TO AKERMAN PROPERTIES  RENT,Rent,DEBIT,-2200.00,7344.70,,AC100112,ACH,Miami FL
2025-04-03,2025-04-03,ZELLE FROM J RIVERA,Transfer,CREDIT,1100.00,8444.70,,AC100113,ACH,Miami FL
2025-04-03,2025-04-02,AMAZON MKTPL US*RT #2512 MIAMI BEACH FL,Shopping,DEBIT,-222.94,8221.76,,PO100114,POS,CORAL GABLES FL
2025-04-05,2025-04-04,NETFLIX.COM,Subscriptions,DEBIT,-15.99,8205.77,,PO100115,POS,Miami FL
2025-04-05,2025-04-04,UBER EATS #3546 DORAL FL,Restaurants,DEBIT,-73.62,8132.15,,PO100116,POS,DORAL FL
2025-04-06,2025-04-05,Spotify USA,Subscriptions,DEBIT,-11.99,8120.16,,PO100117,POS,Miami FL
2025-04-06,2025-04-05,LYFT *RIDE WED #6718 MIAMI FL,Gas & Transport,DEBIT,-129.87,7990.29,,PO100118,POS,BRICKELL FL
2025-04-06,2025-04-05,MIAMI PARKING AUTH #8041 BRICKELL FL,Gas & Transport,DEBIT,-147.72,7842.57,,PO100119,POS,MIAMI FL
2025-04-07,2025-04-06,OpenAI ChatGPT Plus,Subscriptions,DEBIT,-20.00,7822.57,,PO100120,POS,Miami FL
2025-04-08,2025-04-08,FPL ELECTRIC  AUTOPAY,Utilities,DEBIT,-128.44,7694.13,,AC100121,ACH,Miami FL
2025-04-08,2025-04-07,Apple iCloud+,Subscriptions,DEBIT,-2.99,7691.14,,PO100122,POS,Miami FL
2025-04-08,2025-04-07,LYFT *RIDE WED #5325 WYNWOOD FL,Gas & Transport,DEBIT,-179.20,7511.94,,PO100123,POS,CORAL GABLES FL
2025-04-08,2025-04-07,CVS/PHARMACY 06441 #7528 DORAL FL,Health,DEBIT,-17.51,7494.43,,PO100124,POS,DORAL FL
2025-04-09,2025-04-09,XFINITY  INTERNET AUTOPAY,Utilities,DEBIT,-79.99,7414.44,,AC100125,ACH,Miami FL
2025-04-09,2025-04-08,NYTimes Digital,Subscriptions,DEBIT,-4.25,7410.19,,PO100126,POS,Miami FL
2025-04-09,2025-04-08,UBER EATS #3662 BRICKELL FL,Restaurants,DEBIT,-227.70,7182.49,,PO100127,POS,CORAL GABLES FL
2025-04-10,2025-04-10,MIAMI-DADE WATER & SEWER,Utilities,DEBIT,-41.20,7141.29,,AC100128,ACH,Miami FL
2025-04-10,2025-04-09,IRON PARADISE GYM,Health & Fitness,DEBIT,-49.00,7092.29,,PO100129,POS,Miami FL
2025-04-10,2025-04-09,CHIPOTLE 2841 #6753 MIAMI BEACH FL,Restaurants,DEBIT,-237.29,6855.00,,PO100130,POS,WYNWOOD FL
2025-04-11,2025-04-10,DELTA AIR 0012  AIRFARE,Travel,DEBIT,-486.40,6368.60,,PO100131,POS,Miami FL
2025-04-12,2025-04-12,T-MOBILE  AUTOPAY,Utilities,DEBIT,-85.00,6283.60,,AC100132,ACH,Miami FL
2025-04-12,2025-04-11,AMAZON MKTPL US*RT #3143 MIAMI BEACH FL,Shopping,DEBIT,-22.27,6261.33,,PO100133,POS,DORAL FL
2025-04-12,2025-04-11,PUBLIX SUPER MARKET #0312 #7745 MIAMI BEACH FL,Groceries,DEBIT,-53.79,6207.54,,PO100134,POS,MIAMI BEACH FL
2025-04-12,2025-04-11,FONTAINEBLEAU MIAMI  HOTEL,Travel,DEBIT,-742.18,5465.36,,PO100135,POS,Miami FL
2025-04-13,2025-04-12,CVS/PHARMACY 06441 #7658 WYNWOOD FL,Health,DEBIT,-167.40,5297.96,,PO100136,POS,MIAMI BEACH FL
2025-04-15,2025-04-15,PAYLANTIC PAYROLL  MARLIN BAY MEDIA  DIRECT DEP,Income,CREDIT,2252.23,7550.19,,AC100137,ACH,Miami FL
2025-04-16,2025-04-15,MIAMI PARKING AUTH #9900 MIAMI BEACH FL,Gas & Transport,DEBIT,-78.40,7471.79,,PO100138,POS,DORAL FL
2025-04-16,2025-04-15,WALGREENS 4471 #6728 DORAL FL,Health,DEBIT,-63.83,7407.96,,PO100139,POS,BRICKELL FL
2025-04-17,2025-04-17,CRESTLINE EDU LOAN  AUTOPAY  ****3092,Loan Payment,DEBIT,-212.00,7195.96,,AC100140,ACH,Miami FL
2025-04-19,2025-04-18,PUBLIX SUPER MARKET #0312 #5905 MIAMI BEACH FL,Groceries,DEBIT,-167.61,7028.35,,PO100141,POS,MIAMI FL
2025-04-19,2025-04-18,SHELL OIL 57544 #8007 WYNWOOD FL,Gas & Transport,DEBIT,-184.71,6843.64,,PO100142,POS,MIAMI FL
2025-04-20,2025-04-20,LUMEN BANK CARD  AUTOPAY  ****6058,Credit Card Payment,DEBIT,-250.00,6593.64,,AC100143,ACH,Miami FL
2025-04-24,2025-04-23,STARBUCKS STORE 119 #3442 WYNWOOD FL,Restaurants,DEBIT,-29.53,6564.11,,PO100144,POS,MIAMI FL
2025-04-27,2025-04-26,TARGET 00027931 #1653 DORAL FL,Shopping,DEBIT,-96.96,6467.15,,PO100145,POS,BRICKELL FL
2025-04-27,2025-04-26,CVS/PHARMACY 06441 #2771 CORAL GABLES FL,Health,DEBIT,-74.17,6392.98,,PO100146,POS,MIAMI FL
2025-04-28,2025-04-28,TRANSFER TO SAVINGS  ****8820,Transfer,DEBIT,-400.00,5992.98,,XF100147,XFER,Miami FL
2025-04-30,2025-04-30,PAYLANTIC PAYROLL  MARLIN BAY MEDIA  DIRECT DEP,Income,CREDIT,2252.23,8245.21,,AC100148,ACH,Miami FL
2025-05-01,2025-05-01,ZELLE TO AKERMAN PROPERTIES  RENT,Rent,DEBIT,-2200.00,6045.21,,AC100149,ACH,Miami FL
2025-05-02,2025-05-01,TARGET 00027931 #5978 DORAL FL,Shopping,DEBIT,-106.62,5938.59,,PO100150,POS,BRICKELL FL
2025-05-02,2025-05-01,UBER EATS #2746 CORAL GABLES FL,Restaurants,DEBIT,-164.86,5773.73,,PO100151,POS,BRICKELL FL
2025-05-03,2025-05-03,ZELLE FROM J RIVERA,Transfer,CREDIT,1100.00,6873.73,,AC100152,ACH,Miami FL
2025-05-03,2025-05-02,APPLE STORE BRICKELL  MACBOOK,Shopping,DEBIT,-1349.00,5524.73,,PO100153,POS,Miami FL
2025-05-04,2025-05-03,LYFT *RIDE WED #6409 WYNWOOD FL,Gas & Transport,DEBIT,-96.86,5427.87,,PO100154,POS,DORAL FL
2025-05-05,2025-05-04,NETFLIX.COM,Subscriptions,DEBIT,-15.99,5411.88,,PO100155,POS,Miami FL
2025-05-06,2025-05-05,Spotify USA,Subscriptions,DEBIT,-11.99,5399.89,,PO100156,POS,Miami FL
2025-05-07,2025-05-06,OpenAI ChatGPT Plus,Subscriptions,DEBIT,-20.00,5379.89,,PO100157,POS,Miami FL
2025-05-08,2025-05-08,FPL ELECTRIC  AUTOPAY,Utilities,DEBIT,-128.44,5251.45,,AC100158,ACH,Miami FL
2025-05-08,2025-05-07,Apple iCloud+,Subscriptions,DEBIT,-2.99,5248.46,,PO100159,POS,Miami FL
2025-05-08,2025-05-07,TARGET 00027931 #3414 MIAMI FL,Shopping,DEBIT,-64.34,5184.12,,PO100160,POS,MIAMI FL
2025-05-09,2025-05-09,XFINITY  INTERNET AUTOPAY,Utilities,DEBIT,-79.99,5104.13,,AC100161,ACH,Miami FL
2025-05-09,2025-05-08,NYTimes Digital,Subscriptions,DEBIT,-4.25,5099.88,,PO100162,POS,Miami FL
2025-05-10,2025-05-10,MIAMI-DADE WATER & SEWER,Utilities,DEBIT,-41.20,5058.68,,AC100163,ACH,Miami FL
2025-05-10,2025-05-09,IRON PARADISE GYM,Health & Fitness,DEBIT,-49.00,5009.68,,PO100164,POS,Miami FL
2025-05-10,2025-05-09,AMAZON MKTPL US*RT #1626 MIAMI FL,Shopping,DEBIT,-53.61,4956.07,,PO100165,POS,WYNWOOD FL
2025-05-11,2025-05-10,STARBUCKS STORE 119 #9308 DORAL FL,Restaurants,DEBIT,-179.70,4776.37,,PO100166,POS,MIAMI BEACH FL
2025-05-12,2025-05-12,T-MOBILE  AUTOPAY,Utilities,DEBIT,-85.00,4691.37,,AC100167,ACH,Miami FL
2025-05-14,2025-05-13,LYFT *RIDE WED #3851 WYNWOOD FL,Gas & Transport,DEBIT,-109.96,4581.41,,PO100168,POS,WYNWOOD FL
2025-05-14,2025-05-13,LYFT *RIDE WED #9099 CORAL GABLES FL,Gas & Transport,DEBIT,-179.37,4402.04,,PO100169,POS,BRICKELL FL
2025-05-15,2025-05-15,PAYLANTIC PAYROLL  MARLIN BAY MEDIA  DIRECT DEP,Income,CREDIT,2252.23,6654.27,,AC100170,ACH,Miami FL
2025-05-17,2025-05-17,CRESTLINE EDU LOAN  AUTOPAY  ****3092,Loan Payment,DEBIT,-212.00,6442.27,,AC100171,ACH,Miami FL
2025-05-18,2025-05-17,APPLE.COM/BILL #8752 MIAMI BEACH FL,Shopping,DEBIT,-169.42,6272.85,,PO100172,POS,BRICKELL FL
2025-05-19,2025-05-18,BRICKELL COFFEE CO #6425 MIAMI FL,Restaurants,DEBIT,-170.33,6102.52,,PO100173,POS,MIAMI FL
2025-05-20,2025-05-20,LUMEN BANK CARD  AUTOPAY  ****6058,Credit Card Payment,DEBIT,-250.00,5852.52,,AC100174,ACH,Miami FL
2025-05-20,2025-05-19,STARBUCKS STORE 119 #4114 DORAL FL,Restaurants,DEBIT,-101.75,5750.77,,PO100175,POS,MIAMI FL
2025-05-21,2025-05-20,TRADER JOE'S #748 #6279 CORAL GABLES FL,Groceries,DEBIT,-195.08,5555.69,,PO100176,POS,CORAL GABLES FL
2025-05-21,2025-05-20,CVS/PHARMACY 06441 #2193 CORAL GABLES FL,Health,DEBIT,-241.26,5314.43,,PO100177,POS,CORAL GABLES FL
2025-05-23,2025-05-22,CHIPOTLE 2841 #6491 MIAMI FL,Restaurants,DEBIT,-78.12,5236.31,,PO100178,POS,BRICKELL FL
2025-05-24,2025-05-23,TRADER JOE'S #748 #5844 WYNWOOD FL,Groceries,DEBIT,-88.00,5148.31,,PO100179,POS,BRICKELL FL
2025-05-24,2025-05-23,SHELL OIL 57544 #9486 CORAL GABLES FL,Gas & Transport,DEBIT,-199.36,4948.95,,PO100180,POS,MIAMI FL
2025-05-27,2025-05-26,TRADER JOE'S #748 #6139 CORAL GABLES FL,Groceries,DEBIT,-92.55,4856.40,,PO100181,POS,WYNWOOD FL
2025-05-27,2025-05-26,TRADER JOE'S #748 #9821 MIAMI BEACH FL,Groceries,DEBIT,-12.39,4844.01,,PO100182,POS,MIAMI BEACH FL
2025-05-28,2025-05-28,TRANSFER TO SAVINGS  ****8820,Transfer,DEBIT,-400.00,4444.01,,XF100183,XFER,Miami FL
2025-05-31,2025-05-31,PAYLANTIC PAYROLL  MARLIN BAY MEDIA  DIRECT DEP,Income,CREDIT,2252.23,6696.24,,AC100184,ACH,Miami FL
2025-06-01,2025-06-01,ZELLE TO AKERMAN PROPERTIES  RENT,Rent,DEBIT,-2200.00,4496.24,,AC100185,ACH,Miami FL
