posting_date,transaction_date,description,merchant_category,type,amount,running_balance,reference_id,channel
2025-01-18,2025-01-16,PETSMART 6610 #89787,Personal,DEBIT,-84.05,13613.28,DBT213150,ATM
2025-01-18,2025-01-18,VENMO *CASHOUT GE1J7,Personal,DEBIT,-208.68,13404.60,DBT347996,POS
2025-01-20,2025-01-18,LARKSPUR INVESTMENTS ROTH XFER,Transfer,DEBIT,-477.63,12926.97,XFR104426,TRANSFER
2025-01-21,2025-01-19,VERIZON WIRELESS,Bills & Utilities,DEBIT,-87.39,12839.58,DBT775649,ACH
2025-01-22,2025-01-20,PIEDMONT GAS,Bills & Utilities,DEBIT,-85.66,12753.92,DBT525992,CARD
2025-01-23,2025-01-23,SPLICE SOUNDS #69599,Bills & Utilities,DEBIT,-40.96,12712.96,DBT302152,CARD
2025-01-24,2025-01-22,STRINGJOY LLC NSH TN KI7V,Shopping,DEBIT,-37.59,12675.37,DBT782720,ACH
2025-01-26,2025-01-24,BELLWETHER STUDIOS PMT INV2213,Income,CREDIT,1082.01,13757.38,DEP142806,ACH
2025-01-26,2025-01-25,AVID PRO TOOLS NSH TN M5G9,Bills & Utilities,DEBIT,-63.44,13693.94,DBT302651,ACH
2025-01-26,2025-01-25,IZOTOPE INC ATLANTA GA C0V3,Bills & Utilities,DEBIT,-76.24,13617.70,DBT406721,ACH
2025-01-26,2025-01-26,WIRE FEE INTL #24456,Fees & Charges,DEBIT,-21.33,13596.37,DBT465006,POS
2025-01-31,2025-01-31,INTEREST PAID,Income,CREDIT,12.63,13609.00,INT129081,INTEREST
2025-02-01,2025-02-01,EASTSIDE WORKLOFT LEASE,Home,DEBIT,-1500.00,12109.00,PMT470811,ACH
2025-02-01,2025-02-01,LYFT *RIDE #94389,Auto & Transport,DEBIT,-77.25,12031.75,DBT506446,POS
2025-02-01,2025-02-01,USPS PO 4471 #8581,Shopping,DEBIT,-35.34,11996.41,DBT861534,POS
2025-02-01,2025-02-01,TN FARM BUREAU AUTO NASHVILLE TN 7BBG,Personal,DEBIT,-227.57,11768.84,DBT664666,POS
2025-02-02,2025-02-01,PRINCES HOT CHICKEN #9729,Food & Dining,DEBIT,-14.72,11754.12,DBT543902,POS
2025-02-04,2025-02-04,NASH HOUSE CAFE FRANKLIN TN QGG3,Food & Dining,DEBIT,-13.24,11740.88,DBT510486,ACH
2025-02-05,2025-02-03,BLUECROSS BLUESHIELD TN PREM,Insurance,DEBIT,-385.00,11355.88,PMT484727,ACH
2025-02-07,2025-02-07,COMCAST BUSINESS,Bills & Utilities,DEBIT,-110.87,11245.01,DBT738131,ACH
2025-02-07,2025-02-06,DOSE COFFEE #45750,Food & Dining,DEBIT,-25.82,11219.19,DBT203808,ACH
2025-02-08,2025-02-07,STAPLES 01182 #6859,Shopping,DEBIT,-42.07,11177.12,DBT625187,POS
2025-02-08,2025-02-06,UPS STORE 6210 #29963,Shopping,DEBIT,-48.70,11128.42,DBT436188,CARD
2025-02-08,2025-02-08,SWEETWATER SUPPLIES #8857,Shopping,DEBIT,-23.79,11104.63,DBT564998,ACH
2025-02-08,2025-02-06,NES NASHVILLE ELECTRIC,Bills & Utilities,DEBIT,-102.92,11001.71,DBT486977,POS
2025-02-08,2025-02-08,NES NASHVILLE ELECTRIC,Bills & Utilities,DEBIT,-93.44,10908.27,DBT714490,CARD
2025-02-09,2025-02-09,STAPLES 01182 NASHVILLE TN FSU8,Shopping,DEBIT,-36.83,10871.44,DBT773133,POS
2025-02-09,2025-02-07,SWEETWATER SUPPLIES MEMPHIS TN A9QY,Shopping,DEBIT,-39.87,10831.57,DBT775085,ACH
2025-02-09,2025-02-09,WIRE FEE INTL FRANKLIN TN X3G2,Fees & Charges,DEBIT,-15.57,10816.00,DBT384951,CARD
2025-02-10,2025-02-10,MERIDIAN SOUND ROYALTY ACH M01F7,Income,CREDIT,2100.00,12916.00,DEP785412,ACH
2025-02-10,2025-02-10,UPS STORE 6210 #45310,Shopping,DEBIT,-46.08,12869.92,DBT676320,ACH
2025-02-11,2025-02-10,WIRE FEE INTL #88471,Fees & Charges,DEBIT,-20.32,12849.60,DBT282101,ACH
2025-02-12,2025-02-12,BELLWETHER STUDIOS PMT INV2184,Income,CREDIT,959.72,13809.32,DEP819198,ACH
2025-02-13,2025-02-12,ADOBE *CREATIVE #81198,Bills & Utilities,DEBIT,-41.88,13767.44,DBT516577,POS
2025-02-13,2025-02-13,WIRE FEE INTL ATLANTA GA XOBT,Fees & Charges,DEBIT,-9.65,13757.79,DBT939673,CARD
2025-02-14,2025-02-13,SWEETWATER FINANCING PMT,Loans,DEBIT,-111.11,13646.68,PMT627171,ACH
2025-02-16,2025-02-16,DOSE COFFEE #32999,Food & Dining,DEBIT,-20.11,13626.57,DBT408725,CARD
2025-02-17,2025-02-17,SUMMIT ONE CARD PYMT,Transfer,DEBIT,-1715.90,11910.67,PMT632781,ACH
2025-02-17,2025-02-17,DOSE COFFEE #9501,Food & Dining,DEBIT,-19.32,11891.35,DBT646622,POS
2025-02-18,2025-02-16,AMP MEDIC NSH MEMPHIS TN 1O2C,Services,DEBIT,-64.97,11826.38,DBT136851,ACH
2025-02-20,2025-02-19,LARKSPUR INVESTMENTS ROTH XFER,Transfer,DEBIT,-456.87,11369.51,XFR787749,TRANSFER
2025-02-23,2025-02-21,PRINCES HOT CHICKEN #9692,Food & Dining,DEBIT,-14.96,11354.55,DBT771856,ACH
2025-02-25,2025-02-25,META ADS *BILL NASHVILLE TN M1VB,Services,DEBIT,-259.29,11095.26,DBT167255,ACH
2025-02-25,2025-02-25,SWEETWATER SUPPLIES #56157,Shopping,DEBIT,-42.95,11052.31,DBT436817,ACH
2025-02-26,2025-02-26,BELLWETHER STUDIOS PMT INV2249,Income,CREDIT,1302.96,12355.27,DEP619322,ACH
2025-02-27,2025-02-26,SIXT VAN RENTAL #2520,Auto & Transport,DEBIT,-60.31,12294.96,DBT118891,POS
2025-02-28,2025-02-26,INTEREST PAID,Income,CREDIT,9.49,12304.45,INT538758,INTEREST
2025-03-01,2025-03-01,EASTSIDE WORKLOFT LEASE,Home,DEBIT,-1500.00,10804.45,PMT126609,ACH
2025-03-02,2025-03-01,PRINCES HOT CHICKEN #76649,Food & Dining,DEBIT,-21.61,10782.84,DBT416983,ACH
2025-03-03,2025-03-03,MERIDIAN SOUND ROYALTY ACH Q1E3,Income,CREDIT,9600.00,20382.84,DEP267681,ACH
2025-03-03,2025-03-01,DOSE COFFEE #38584,Food & Dining,DEBIT,-19.47,20363.37,DBT938096,POS
2025-03-04,2025-03-03,BANDSINTOWN PROMO #5376,Services,DEBIT,-156.06,20207.31,DBT250837,CARD
2025-03-04,2025-03-03,PIEDMONT GAS,Bills & Utilities,DEBIT,-129.65,20077.66,DBT982243,ACH
2025-03-05,2025-03-04,BLUECROSS BLUESHIELD TN PREM,Insurance,DEBIT,-385.00,19692.66,PMT338012,ACH
2025-03-05,2025-03-03,SODELICE MURFREESBORO TN 5PFH,Food & Dining,DEBIT,-22.28,19670.38,DBT188794,CARD
2025-03-06,2025-03-06,IZOTOPE INC FRANKLIN TN 7CSM,Bills & Utilities,DEBIT,-65.86,19604.52,DBT583344,ACH
2025-03-06,2025-03-04,NASH HOUSE CAFE #8209,Food & Dining,DEBIT,-13.85,19590.67,DBT752109,CARD
2025-03-07,2025-03-06,SHELL OIL 574 #37036,Auto & Transport,DEBIT,-113.18,19477.49,DBT481185,ACH
2025-03-09,2025-03-07,STAPLES 01182 FRANKLIN TN QE9F,Shopping,DEBIT,-36.40,19441.09,DBT544992,POS
2025-03-09,2025-03-08,IZOTOPE INC MURFREESBORO TN ICC8,Bills & Utilities,DEBIT,-47.88,19393.21,DBT977683,CARD
2025-03-11,2025-03-09,SUBMITHUB #76603,Services,DEBIT,-162.20,19231.01,DBT637076,POS
2025-03-12,2025-03-11,BELLWETHER STUDIOS PMT INV2261,Income,CREDIT,1267.00,20498.01,DEP250360,ACH
2025-03-14,2025-03-14,SWEETWATER FINANCING PMT,Loans,DEBIT,-111.11,20386.90,PMT862057,ACH
2025-03-14,2025-03-12,USPS PO 4471 ATLANTA GA 6ZOO,Shopping,DEBIT,-39.84,20347.06,DBT802183,CARD
2025-03-15,2025-03-15,SUBMITHUB MURFREESBORO TN Y1BR,Services,DEBIT,-212.50,20134.56,DBT935200,CARD
2025-03-15,2025-03-13,IZOTOPE INC FRANKLIN TN 8KDL,Bills & Utilities,DEBIT,-58.43,20076.13,DBT612699,CARD
2025-03-15,2025-03-15,PIEDMONT GAS,Bills & Utilities,DEBIT,-78.81,19997.32,DBT655896,ACH
2025-03-15,2025-03-14,CARD NETWORK FEE #21984,Fees & Charges,DEBIT,-21.22,19976.10,DBT170478,ACH
2025-03-16,2025-03-16,FROTHY MONKEY NSH TN 3OVH,Food & Dining,DEBIT,-18.97,19957.13,DBT863247,ACH
2025-03-16,2025-03-14,PRINCES HOT CHICKEN #73142,Food & Dining,DEBIT,-19.49,19937.64,DBT659698,ACH
2025-03-17,2025-03-15,SUMMIT ONE CARD PYMT,Transfer,DEBIT,-1322.89,18614.75,PMT940146,ACH
2025-03-17,2025-03-16,PRINCES HOT CHICKEN #29720,Food & Dining,DEBIT,-13.21,18601.54,DBT968079,POS
2025-03-18,2025-03-18,DELTA AIR 0061 MEMPHIS TN SXTC,Auto & Transport,DEBIT,-101.63,18499.91,DBT368356,ACH
2025-03-19,2025-03-17,SWEETWATER SUPPLIES #5767,Shopping,DEBIT,-22.98,18476.93,DBT689420,ACH
2025-03-20,2025-03-19,LARKSPUR INVESTMENTS ROTH XFER,Transfer,DEBIT,-483.32,17993.61,XFR204990,TRANSFER
2025-03-20,2025-03-19,STAPLES 01182 #3381,Shopping,DEBIT,-42.92,17950.69,DBT552139,CARD
2025-03-21,2025-03-19,PARKWHIZ MURFREESBORO TN RIF1,Auto & Transport,DEBIT,-80.76,17869.93,DBT469783,POS
2025-03-21,2025-03-21,STRINGJOY LLC NSH TN HCZ4,Shopping,DEBIT,-21.29,17848.64,DBT873883,POS
2025-03-22,2025-03-22,SIXT VAN RENTAL ATLANTA GA 75JO,Auto & Transport,DEBIT,-62.91,17785.73,DBT306507,CARD
2025-03-22,2025-03-21,MONTHLY MAINT FEE MURFREESBORO TN ND51,Fees & Charges,DEBIT,-12.77,17772.96,DBT424368,ACH
2025-03-23,2025-03-23,CARD NETWORK FEE MEMPHIS TN KCIH,Fees & Charges,DEBIT,-23.47,17749.49,DBT874464,ACH
2025-03-24,2025-03-22,COMCAST BUSINESS,Bills & Utilities,DEBIT,-64.34,17685.15,DBT233981,ACH
2025-03-24,2025-03-22,WIRE FEE INTL FRANKLIN TN PKE6,Fees & Charges,DEBIT,-14.56,17670.59,DBT170614,CARD
2025-03-25,2025-03-24,SODELICE #46694,Food & Dining,DEBIT,-27.27,17643.32,DBT286723,ACH
2025-03-26,2025-03-24,BELLWETHER STUDIOS PMT INV2196,Income,CREDIT,1129.59,18772.91,DEP777051,ACH
2025-03-26,2025-03-26,ATM WITHDRAWAL #8315,Personal,DEBIT,-106.37,18666.54,DBT230386,ATM
2025-03-31,2025-03-29,INTEREST PAID,Income,CREDIT,11.85,18678.39,INT968931,INTEREST
2025-04-01,2025-04-01,EASTSIDE WORKLOFT LEASE,Home,DEBIT,-1500.00,17178.39,PMT212822,ACH
2025-04-01,2025-04-01,AVID PRO TOOLS #14745,Bills & Utilities,DEBIT,-34.95,17143.44,DBT741365,CARD
2025-04-02,2025-04-01,DELTA AIR 0061 #11610,Auto & Transport,DEBIT,-68.99,17074.45,DBT883979,POS
2025-04-02,2025-04-02,NASH HOUSE CAFE #3201,Food & Dining,DEBIT,-14.90,17059.55,DBT236907,CARD
2025-04-04,2025-04-02,ATM WITHDRAWAL #2458,Personal,DEBIT,-87.09,16972.46,DBT314717,POS
2025-04-05,2025-04-03,BLUECROSS BLUESHIELD TN PREM,Insurance,DEBIT,-385.00,16587.46,PMT905373,ACH
2025-04-05,2025-04-03,PARKWHIZ #98552,Auto & Transport,DEBIT,-108.23,16479.23,DBT748287,POS
2025-04-06,2025-04-04,SHELL OIL 574 #37325,Auto & Transport,DEBIT,-57.82,16421.41,DBT995011,CARD
2025-04-07,2025-04-07,SIXT VAN RENTAL ATLANTA GA ZY46,Auto & Transport,DEBIT,-121.60,16299.81,DBT180259,CARD
2025-04-07,2025-04-07,SWEETWATER SUPPLIES NSH TN UBEM,Shopping,DEBIT,-41.00,16258.81,DBT328583,POS
2025-04-07,2025-04-07,BAR SOVEREIGN MEMPHIS TN PROS,Food & Dining,DEBIT,-25.89,16232.92,DBT921165,CARD
2025-04-09,2025-04-07,SPLICE SOUNDS #46916,Bills & Utilities,DEBIT,-53.45,16179.47,DBT316071,CARD
2025-04-10,2025-04-09,SODELICE #75720,Food & Dining,DEBIT,-29.92,16149.55,DBT387806,CARD
2025-04-11,2025-04-10,MERIDIAN SOUND ROYALTY ACH Q2J3,Income,CREDIT,1850.00,17999.55,DEP475061,ACH
2025-04-11,2025-04-10,DOSE COFFEE #69442,Food & Dining,DEBIT,-30.51,17969.04,DBT481846,CARD
2025-04-12,2025-04-12,BELLWETHER STUDIOS PMT INV2325,Income,CREDIT,850.32,18819.36,DEP473219,ACH
2025-04-12,2025-04-11,SODELICE #49525,Food & Dining,DEBIT,-23.45,18795.91,DBT112734,ACH
2025-04-14,2025-04-13,SWEETWATER FINANCING PMT,Loans,DEBIT,-111.11,18684.80,PMT213265,ACH
2025-04-14,2025-04-14,BANDSINTOWN PROMO #66694,Services,DEBIT,-239.91,18444.89,DBT478062,POS
2025-04-14,2025-04-14,UPS STORE 6210 NASHVILLE TN G73S,Shopping,DEBIT,-25.57,18419.32,DBT362981,CARD
2025-04-15,2025-04-15,IRS USATAXPYMT,Other,DEBIT,-1000.00,17419.32,TAX767609,ACH
2025-04-15,2025-04-13,COMCAST BUSINESS,Bills & Utilities,DEBIT,-52.31,17367.01,DBT300218,ACH
2025-04-16,2025-04-14,CORNER MUSIC REPAIR NSH TN DTWN,Services,DEBIT,-52.22,17314.79,DBT280977,CARD
2025-04-17,2025-04-15,SUMMIT ONE CARD PYMT,Transfer,DEBIT,-1523.69,15791.10,PMT660093,ACH
2025-04-17,2025-04-17,STAPLES 01182 NSH TN 8WKT,Shopping,DEBIT,-21.94,15769.16,DBT863010,POS
2025-04-18,2025-04-17,MONTHLY MAINT FEE #57661,Fees & Charges,DEBIT,-10.67,15758.49,DBT202806,POS
2025-04-19,2025-04-17,SWEETWATER SUPPLIES #84955,Shopping,DEBIT,-27.63,15730.86,DBT411075,POS
2025-04-20,2025-04-18,LARKSPUR INVESTMENTS ROTH XFER,Transfer,DEBIT,-449.11,15281.75,XFR893960,TRANSFER
2025-04-23,2025-04-22,NASH HOUSE CAFE NASHVILLE TN OH80,Food & Dining,DEBIT,-20.06,15261.69,DBT287094,ACH
2025-04-25,2025-04-23,SAM ASH 77 NASHVILLE TN QDZ0,Shopping,DEBIT,-21.94,15239.75,DBT868487,POS
2025-04-25,2025-04-24,DOSE COFFEE #76950,Food & Dining,DEBIT,-29.96,15209.79,DBT177420,POS
2025-04-26,2025-04-25,BELLWETHER STUDIOS PMT INV2135,Income,CREDIT,1204.86,16414.65,DEP586112,ACH
2025-04-26,2025-04-25,DOSE COFFEE MURFREESBORO TN NSVO,Food & Dining,DEBIT,-15.04,16399.61,DBT826547,POS
2025-04-27,2025-04-26,PLAYLIST PUSH ATLANTA GA WUXC,Services,DEBIT,-167.05,16232.56,DBT470223,CARD
2025-04-30,2025-04-29,INTEREST PAID,Income,CREDIT,10.81,16243.37,INT324033,INTEREST
2025-05-01,2025-05-01,EASTSIDE WORKLOFT LEASE,Home,DEBIT,-1500.00,14743.37,PMT452012,ACH
2025-05-02,2025-05-02,SAM ASH 77 FRANKLIN TN 6AUL,Shopping,DEBIT,-28.21,14715.16,DBT971671,CARD
2025-05-03,2025-05-02,GUITAR CENTER 219 FRANKLIN TN ELDD,Shopping,DEBIT,-35.15,14680.01,DBT634926,POS
2025-05-04,2025-05-03,GUITAR CENTER 219 MURFREESBORO TN ASUB,Shopping,DEBIT,-39.54,14640.47,DBT633950,POS
2025-05-05,2025-05-05,BLUECROSS BLUESHIELD TN PREM,Insurance,DEBIT,-385.00,14255.47,PMT528134,ACH
2025-05-05,2025-05-05,PRINCES HOT CHICKEN #30090,Food & Dining,DEBIT,-20.88,14234.59,DBT141974,ACH
2025-05-05,2025-05-05,BAR SOVEREIGN #63956,Food & Dining,DEBIT,-24.07,14210.52,DBT565777,ACH
2025-05-10,2025-05-09,MERIDIAN SOUND ROYALTY ACH Q2LM,Income,CREDIT,6400.00,20610.52,DEP574057,ACH
2025-05-10,2025-05-08,IZOTOPE INC NASHVILLE TN OGFJ,Bills & Utilities,DEBIT,-86.62,20523.90,DBT812538,ACH
2025-05-11,2025-05-10,DELTA AIR 0061 #84908,Auto & Transport,DEBIT,-51.68,20472.22,DBT984241,CARD
2025-05-11,2025-05-09,LYFT *RIDE MEMPHIS TN 0BJX,Auto & Transport,DEBIT,-64.47,20407.75,DBT416747,POS
2025-05-11,2025-05-11,BP#9123 ATLANTA GA RHOX,Auto & Transport,DEBIT,-116.35,20291.40,DBT683811,POS
2025-05-11,2025-05-11,NASH HOUSE CAFE MURFREESBORO TN 6I4S,Food & Dining,DEBIT,-28.28,20263.12,DBT116391,CARD
2025-05-12,2025-05-10,BELLWETHER STUDIOS PMT INV2291,Income,CREDIT,1328.82,21591.94,DEP104926,ACH
2025-05-13,2025-05-13,PETSMART 6610 #33781,Personal,DEBIT,-233.10,21358.84,DBT823639,POS
2025-05-14,2025-05-14,SWEETWATER FINANCING PMT,Loans,DEBIT,-111.11,21247.73,PMT833069,ACH
2025-05-14,2025-05-14,BAR SOVEREIGN FRANKLIN TN KCHS,Food & Dining,DEBIT,-17.95,21229.78,DBT183629,CARD
2025-05-14,2025-05-13,BAR SOVEREIGN #71142,Food & Dining,DEBIT,-23.47,21206.31,DBT491285,ACH
2025-05-14,2025-05-14,PRINCES HOT CHICKEN NSH TN N4V9,Food & Dining,DEBIT,-16.57,21189.74,DBT980390,POS
2025-05-16,2025-05-16,STRINGJOY LLC NASHVILLE TN YTUL,Shopping,DEBIT,-43.39,21146.35,DBT650715,CARD
2025-05-16,2025-05-16,SWEETWATER SUPPLIES #7521,Shopping,DEBIT,-18.29,21128.06,DBT896693,POS
2025-05-16,2025-05-16,SODELICE MEMPHIS TN NQ6T,Food & Dining,DEBIT,-21.98,21106.08,DBT500712,CARD
2025-05-17,2025-05-16,SUMMIT ONE CARD PYMT,Transfer,DEBIT,-1507.46,19598.62,PMT320648,ACH
2025-05-17,2025-05-16,CLARION GEAR INSURANCE,Insurance,DEBIT,-65.63,19532.99,DBT657176,ACH
2025-05-17,2025-05-17,DOSE COFFEE #78167,Food & Dining,DEBIT,-23.41,19509.58,DBT708644,CARD
2025-05-18,2025-05-18,NASH HOUSE CAFE FRANKLIN TN Q1WD,Food & Dining,DEBIT,-22.85,19486.73,DBT944727,ACH
2025-05-20,2025-05-18,LARKSPUR INVESTMENTS ROTH XFER,Transfer,DEBIT,-456.41,19030.32,XFR832876,TRANSFER
2025-05-21,2025-05-20,FANNYS HOUSE OF MUSIC #24785,Services,DEBIT,-41.44,18988.88,DBT604848,ACH
2025-05-22,2025-05-22,CLARION GEAR INSURANCE,Insurance,DEBIT,-58.20,18930.68,DBT660072,CARD
2025-05-25,2025-05-25,SPLICE SOUNDS #66533,Bills & Utilities,DEBIT,-44.30,18886.38,DBT994129,CARD
2025-05-26,2025-05-26,BELLWETHER STUDIOS PMT INV2393,Income,CREDIT,788.10,19674.48,DEP767531,ACH
2025-05-26,2025-05-25,PIEDMONT GAS,Bills & Utilities,DEBIT,-109.55,19564.93,DBT322229,ACH
2025-05-27,2025-05-26,SUBMITHUB #38812,Services,DEBIT,-233.68,19331.25,DBT156145,POS
2025-05-27,2025-05-27,MASTERCLASS #2396,Education,DEBIT,-102.42,19228.83,DBT196022,CARD
2025-05-31,2025-05-29,INTEREST PAID,Income,CREDIT,8.90,19237.73,INT806900,INTEREST
2025-06-01,2025-06-01,EASTSIDE WORKLOFT LEASE,Home,DEBIT,-1500.00,17737.73,PMT126608,ACH
2025-06-01,2025-06-01,MASTERCLASS #85851,Education,DEBIT,-94.32,17643.41,DBT680971,ACH
2025-06-03,2025-06-02,PRINCES HOT CHICKEN MURFREESBORO TN 6GC3,Food & Dining,DEBIT,-26.50,17616.91,DBT323699,CARD
2025-06-04,2025-06-03,MERIDIAN SOUND ROYALTY ACH Q3IF,Income,CREDIT,980.00,18596.91,DEP609594,ACH
2025-06-04,2025-06-03,CLARION GEAR INSURANCE,Insurance,DEBIT,-74.65,18522.26,DBT183085,POS
2025-06-04,2025-06-04,DOSE COFFEE #3545,Food & Dining,DEBIT,-17.73,18504.53,DBT610553,CARD
2025-06-05,2025-06-03,BLUECROSS BLUESHIELD TN PREM,Insurance,DEBIT,-385.00,18119.53,PMT765038,ACH
2025-06-05,2025-06-04,STRINGJOY LLC FRANKLIN TN PHMK,Shopping,DEBIT,-28.58,18090.95,DBT964876,CARD
2025-06-06,2025-06-04,PRINCES HOT CHICKEN #57249,Food & Dining,DEBIT,-18.07,18072.88,DBT571565,POS
2025-06-08,2025-06-08,VERIZON WIRELESS,Bills & Utilities,DEBIT,-88.70,17984.18,DBT219279,CARD
2025-06-08,2025-06-06,SODELICE MEMPHIS TN GHC3,Food & Dining,DEBIT,-14.64,17969.54,DBT768463,ACH
2025-06-08,2025-06-08,VENMO *CASHOUT TA8OZ,Personal,DEBIT,-177.59,17791.95,DBT660823,TRANSFER
2025-06-09,2025-06-07,SIXT VAN RENTAL #22887,Auto & Transport,DEBIT,-63.27,17728.68,DBT601284,CARD
2025-06-09,2025-06-09,CLARION GEAR INSURANCE,Insurance,DEBIT,-55.30,17673.38,DBT697043,POS
2025-06-09,2025-06-09,MONTHLY MAINT FEE #76973,Fees & Charges,DEBIT,-19.44,17653.94,DBT562015,POS
2025-06-10,2025-06-08,AVID PRO TOOLS #61791,Bills & Utilities,DEBIT,-44.95,17608.99,DBT818626,POS
2025-06-10,2025-06-09,WIRE FEE INTL FRANKLIN TN PV3C,Fees & Charges,DEBIT,-15.99,17593.00,DBT994599,CARD
2025-06-11,2025-06-09,SUMMIT ONE CARD PYMT,Transfer,DEBIT,-1500.13,16092.87,PMT659697,ACH
2025-06-12,2025-06-11,BELLWETHER STUDIOS PMT INV2368,Income,CREDIT,808.62,16901.49,DEP888918,ACH
2025-06-12,2025-06-12,SWEETWATER SUPPLIES NASHVILLE TN 38HH,Shopping,DEBIT,-39.58,16861.91,DBT420910,ACH
2025-06-13,2025-06-12,VERIZON WIRELESS,Bills & Utilities,DEBIT,-77.54,16784.37,DBT208528,POS
2025-06-14,2025-06-13,SWEETWATER FINANCING PMT,Loans,DEBIT,-111.11,16673.26,PMT173154,ACH
2025-06-15,2025-06-15,IRS USATAXPYMT,Other,DEBIT,-1000.00,15673.26,TAX898973,ACH
2025-06-16,2025-06-15,WIRE FEE INTL #33160,Fees & Charges,DEBIT,-23.23,15650.03,DBT983370,POS
2025-06-17,2025-06-17,VERIZON WIRELESS,Bills & Utilities,DEBIT,-86.70,15563.33,DBT846866,CARD
2025-06-18,2025-06-18,BRIDGES CPA GROUP #59164,Services,DEBIT,-311.24,15252.09,DBT141861,ACH
2025-06-18,2025-06-18,FROTHY MONKEY #55549,Food & Dining,DEBIT,-32.23,15219.86,DBT636593,CARD
2025-06-19,2025-06-19,DELTA AIR 0061 ATLANTA GA 2SIL,Auto & Transport,DEBIT,-78.89,15140.97,DBT165533,POS
2025-06-20,2025-06-20,LARKSPUR INVESTMENTS ROTH XFER,Transfer,DEBIT,-440.04,14700.93,XFR388495,TRANSFER
2025-06-20,2025-06-18,SWEETWATER SUPPLIES MEMPHIS TN 215T,Shopping,DEBIT,-30.16,14670.77,DBT335310,ACH
2025-06-20,2025-06-20,WIRE FEE INTL #28576,Fees & Charges,DEBIT,-21.31,14649.46,DBT210472,POS
2025-06-22,2025-06-20,AVID PRO TOOLS NASHVILLE TN HGLE,Bills & Utilities,DEBIT,-54.57,14594.89,DBT739108,ACH
2025-06-23,2025-06-21,MONTHLY MAINT FEE #31601,Fees & Charges,DEBIT,-18.63,14576.26,DBT607637,CARD
2025-06-24,2025-06-22,CARD NETWORK FEE NASHVILLE TN RQK5,Fees & Charges,DEBIT,-17.80,14558.46,DBT149487,CARD
2025-06-26,2025-06-25,BELLWETHER STUDIOS PMT INV2133,Income,CREDIT,421.22,14979.68,DEP857739,ACH
